cnpj,optante_simples,optante_simei
36885237000144,Sim,Sim
36899905000192,Sim,Sim
36930215000159,Sim,Sim
36973054000180,Sim,Sim
36974346000138,Sim,Sim
36977333000112,Sim,Sim
37010970000188,Sim,Não
37032368000141,Sim,Sim
37034850000110,Sim,Sim
37104179000137,Sim,Sim
37126691000184,Sim,Sim
37179586000103,Sim,Não
37244817000115,Sim,Sim
37310176000150,Sim,Sim
37336867000122,Sim,Sim
37367993000144,Sim,Sim
37378308000185,Sim,Não
37379201000151,Sim,Não
37397608000101,Sim,Sim
37514590000180,Sim,Sim
37519417000175,Sim,Não
37559859000145,Sim,Sim
37604862000133,Sim,Sim
37633531000121,Sim,Sim
37694781000171,Sim,Sim
37700393000156,Sim,Sim
37763961000168,Sim,Sim
37778077000105,Sim,Sim
37787864000105,Sim,Não
37800425000195,Sim,Não
37862093000173,Sim,Sim
37880866000144,Sim,Não
37881459000151,Sim,Sim
37895088000167,Sim,Sim
37904637000112,Sim,Sim
37937259000173,Sim,Sim
37940257000133,Sim,Sim
37948014000141,Sim,Sim
37996225000150,Sim,Sim
38017985000130,Sim,Sim
38099151000111,Sim,Sim
38133379000180,Sim,Sim
38133756000181,Sim,Sim
38152026000128,Sim,Sim
38171754000187,Sim,Sim
38171858000191,Sim,Sim
38193479000100,Sim,Sim
38222227000154,Sim,Não
38225734000141,Sim,Sim
38246632000102,Sim,Não
38271421000120,Sim,Sim
38276188000178,Sim,Não
38310700000155,Não informado,Não informado
38328489000106,Não informado,Não informado
38333618000146,Sim,Sim
38338002000168,Sim,Sim
38349390000182,Sim,Sim
38358173000159,Sim,Sim
38361313000148,Sim,Não
38395680000162,Sim,Sim
38398283000144,Sim,Sim
38407415000157,Sim,Sim
38457143000108,Sim,Sim
38462349000118,Sim,Sim
38462814000110,Sim,Sim
38730599000191,Não informado,Não informado
38828104000161,Sim,Sim
38828677000195,Sim,Sim
38925613000102,Sim,Sim
38973125000170,Sim,Sim
39226573000254,Não informado,Não informado
39232949000152,Sim,Sim
39234178000132,Sim,Sim
39267865000154,Sim,Sim
39286750000107,Sim,Sim
39334210000151,Sim,Sim
39351080000165,Sim,Não
39359130000150,Sim,Sim
39453438000160,Sim,Sim
39494534000157,Sim,Sim
39502170000100,Sim,Não
39502494000148,Sim,Sim
39512277000139,Sim,Sim
39514973000184,Sim,Sim
39519437000171,Sim,Não
39531671000114,Sim,Sim
39600216000123,Sim,Não
39621854000120,Sim,Sim
39624891000192,Sim,Sim
39650019000119,Sim,Sim
39723704000128,Sim,Sim
39729031000113,Sim,Sim
39747251000170,Sim,Sim
39822067000147,Sim,Sim
39838251000185,Sim,Não
39870005000100,Sim,Não
39884072000184,Sim,Sim
39906812000136,Sim,Sim
39913081000156,Sim,Sim
39931304000108,Sim,Sim
39979654000144,Sim,Sim
39998931000166,Sim,Não
40074005000183,Sim,Sim
40081266000120,Sim,Sim
40092289000130,Sim,Sim
40098207000165,Sim,Sim
40108182000133,Sim,Sim
40123021000119,Sim,Sim
40139213000113,Sim,Sim
40147353000133,Sim,Sim
40159528000122,Sim,Não
40164746000155,Sim,Sim
40165505000120,Sim,Sim
40194391000147,Não,Não
40248081000168,Sim,Sim
40263023000103,Sim,Sim
40284170000160,Sim,Sim
40288277000186,Sim,Sim
40313244000149,Sim,Sim
40323457000151,Sim,Sim
40337136000106,Não informado,Não informado
40351072000106,Sim,Sim
40366281000115,Sim,Sim
40381540000187,Sim,Sim
40442593000160,Sim,Sim
40476124000162,Sim,Sim
40508670000138,Sim,Não
40531498000133,Sim,Sim
40544196000108,Sim,Não
40576501000135,Sim,Sim
40587175000161,Não informado,Não informado
40602355000175,Sim,Sim
40645795000100,Sim,Não
40669802000103,Sim,Sim
40677013000114,Sim,Sim
40682576000109,Sim,Sim
40685267000184,Sim,Sim
40693683000124,Sim,Sim
40738687000181,Sim,Sim
40754914000162,Sim,Sim
40756148000175,Sim,Sim
40765202000149,Sim,Sim
40776766000187,Sim,Sim
40791537000131,Sim,Sim
40841728013653,Não informado,Não informado
40880010000183,Sim,Sim
40903009000127,Sim,Sim
40961748000175,Sim,Sim
40965684000180,Sim,Sim
41003359000108,Sim,Sim
41023048000100,Sim,Sim
41050195000161,Não informado,Não informado
41070348000132,Não informado,Não informado
41070808000122,Sim,Sim
41110151000180,Sim,Não
41114863000177,Sim,Sim
41141509000131,Sim,Não
41179827000191,Sim,Sim
41194068000136,Sim,Sim
41204155000127,Sim,Não
41207582000169,Sim,Sim
41249546000168,Sim,Sim
41281682000135,Não informado,Não informado
41285299000155,Sim,Sim
41303265000146,Sim,Sim
41361592000154,Sim,Sim
41371884000178,Sim,Sim
41435266000144,Sim,Sim
41467636000125,Sim,Sim
41480635000110,Sim,Sim
41535983000148,Sim,Sim
41565628000111,Sim,Sim
41592102000120,Sim,Sim
41604969000159,Sim,Sim
41620240000176,Sim,Sim
41663254000177,Sim,Sim
41694245000143,Sim,Sim
41730865000190,Sim,Sim
41744747000131,Sim,Sim
41759740000193,Sim,Sim
41760968000101,Sim,Não
41770493000126,Não informado,Não informado
41852244000180,Sim,Sim
41853136000121,Não,Não
41877075000132,Sim,Sim
41891301000130,Sim,Sim
41904271000159,Sim,Não
41922409000142,Sim,Sim
41922441000128,Sim,Sim
41940544000110,Sim,Sim
41987469000143,Sim,Sim
42075928000185,Sim,Sim
42124728000175,Sim,Sim
42178479000109,Sim,Não
42192467000120,Sim,Sim
42221172000135,Sim,Sim
42257206000141,Sim,Sim
42258280000182,Sim,Sim
42269987000194,Não informado,Não informado
42278692000184,Sim,Sim
42326832000142,Sim,Sim
42350773000148,Sim,Sim
42360143000154,Sim,Sim
42394654000197,Sim,Sim
42430212000159,Sim,Não
42446290000141,Sim,Sim
42474495000130,Não informado,Não informado
42506965000109,Sim,Sim
42507000000122,Sim,Sim
42529218000188,Sim,Sim
42535421000167,Sim,Sim
42539878000140,Sim,Sim
42568423000152,Sim,Sim
42580867000103,Sim,Sim
42588515000102,Sim,Não
42613772000149,Sim,Sim
42649555000109,Sim,Sim
42665217000160,Sim,Sim
42675243000170,Sim,Sim
42747852000197,Sim,Sim
42773278000141,Sim,Sim
42829065000194,Sim,Sim
42837469000120,Sim,Sim
42838476000146,Sim,Não
42848001000130,Sim,Sim
42866025000112,Sim,Não
42892904000119,Sim,Não
42938445000167,Não informado,Não informado
42987035000106,Sim,Sim
43036691000196,Não informado,Não informado
43053623000135,Sim,Sim
43055620000130,Sim,Sim
43058896000172,Sim,Sim
43069532000198,Sim,Sim
43086618000129,Não informado,Não informado
43115074000186,Sim,Não
43137802000150,Sim,Não
43139818000100,Sim,Não
43224220000101,Sim,Sim
43288042000182,Não,Não
43316337000115,Sim,Sim
43328576000195,Sim,Não
43433574000166,Sim,Sim
43468037000151,Sim,Sim
43474863000103,Sim,Sim
43478621000198,Sim,Sim
43514212000108,Sim,Sim
43558746000128,Sim,Não
43583910000157,Sim,Sim
43587626000159,Sim,Não
43615264000162,Sim,Sim
43677112000194,Sim,Não
43693268000169,Sim,Sim
43724512000103,Sim,Não
43757316000135,Sim,Não
43767330000110,Sim,Sim
43794641000178,Sim,Sim
43934014000195,Sim,Sim
43956131000150,Sim,Não
43958661000137,Sim,Não
43977766000133,Sim,Não
44000494000180,Sim,Não
44023864000102,Não informado,Não informado
44030446000134,Sim,Sim
44030548000150,Sim,Não
44062254000100,Sim,Sim
44112048000167,Sim,Sim
44121082000106,Sim,Sim
44155899000197,Sim,Sim
44285347000101,Sim,Sim
44292893000161,Sim,Sim
44305583000134,Sim,Sim
44393368000132,Sim,Não
44422700000140,Sim,Sim
44426574000100,Sim,Sim
44453374000138,Sim,Sim
44465462000150,Sim,Sim
44466901000149,Sim,Sim
44479159000106,Sim,Não
44482779000102,Sim,Sim
44489180000192,Sim,Sim
44492240000126,Sim,Sim
44493790000160,Sim,Sim
44517349000170,Sim,Sim
44518019000108,Sim,Sim
44538570000105,Sim,Sim
44543599000185,Sim,Não
44546303000180,Sim,Sim
44556544000100,Sim,Não
44575979000100,Sim,Sim
44634397000149,Sim,Não
44697678000140,Sim,Sim
44730119000195,Sim,Sim
44748182000159,Sim,Sim
44775704000101,Sim,Sim
44826746000124,Sim,Sim
44835557000118,Sim,Não
44877087000155,Sim,Sim
44960570000107,Sim,Sim
44974644000156,Sim,Sim
44980881000120,Sim,Sim
45006710000167,Sim,Sim
45011973000164,Sim,Sim
45045278000113,Sim,Sim
45050506000143,Sim,Sim
45058753000196,Sim,Sim
45066771000110,Sim,Sim
45087659000165,Não informado,Não informado
45098211000147,Sim,Não
45196089000141,Sim,Não
45250039000103,Sim,Sim
45310022000196,Sim,Sim
45311014000164,Sim,Sim
45326331000154,Sim,Sim
45348022000185,Sim,Não
45456056000193,Não informado,Não informado
45475077000156,Sim,Sim
45477201000112,Sim,Sim
45496467000102,Sim,Sim
45503922000150,Sim,Sim
45532201000178,Sim,Sim
45568461000101,Sim,Não
45572977000111,Sim,Sim
45616983000123,Sim,Sim
45627258000150,Sim,Sim
45644540000146,Sim,Sim
45651649000100,Sim,Não
45675090000159,Sim,Sim
45700335000150,Não informado,Não informado
45703373000167,Sim,Sim
45715309000104,Sim,Sim
45755941000173,Sim,Sim
45772115000132,Sim,Não
45779537000130,Sim,Sim
45836878000108,Sim,Sim
45868324000184,Sim,Sim
45898669000180,Sim,Sim
45899586000106,Sim,Sim
45906597000176,Sim,Sim
45944015000146,Sim,Sim
45963529000149,Sim,Não
45974415000102,Sim,Sim
46066670000101,Sim,Sim
46067521000167,Sim,Sim
46082892000118,Sim,Sim
46086870000126,Sim,Sim
46137314000131,Sim,Não
46196495000177,Sim,Sim
46200049000199,Sim,Sim
46250482000139,Sim,Sim
46311814000148,Sim,Sim
46318115000120,Sim,Sim
46323352000189,Sim,Sim
46339566000143,Sim,Sim
46342775000146,Sim,Sim
46376701000120,Sim,Sim
46388461000184,Sim,Sim
46400137000134,Sim,Sim
46405134000193,Sim,Sim
46436545000146,Não informado,Não informado
46456247000118,Sim,Não
46471674000175,Sim,Não
46484134000126,Sim,Sim
46528200000112,Sim,Sim
46548990000106,Sim,Sim
46588910000138,Sim,Sim
46604276000180,Sim,Sim
46749093000152,Sim,Sim
46787070000132,Sim,Não
46789813000103,Sim,Sim
46803245000158,Sim,Não
46806177000180,Sim,Sim
46813217000111,Sim,Não
46818730000103,Sim,Sim
46828888000156,Sim,Sim
46845714000100,Sim,Sim
46849841000179,Sim,Sim
46886859000140,Não,Não
46892180000164,Sim,Sim
46897578000193,Sim,Sim
46916296000196,Sim,Sim
46920332000195,Sim,Sim
46939982000182,Sim,Não
46950688000171,Sim,Sim
46964050000190,Sim,Não
46973452000150,Não informado,Não informado
46985282000124,Sim,Sim
46997674000103,Sim,Não
47006775000138,Sim,Sim
47017472000110,Sim,Sim
47024960000155,Sim,Sim
47026986000132,Sim,Sim
47032531000120,Sim,Sim
47073768000159,Sim,Não
47075159000139,Sim,Sim
47126298000144,Sim,Sim
47185981000152,Sim,Não
47193634000171,Sim,Não
47199089000120,Sim,Sim
47217065000157,Não informado,Não informado
47219707000157,Sim,Sim
47228708000168,Não informado,Não informado
47239263000111,Sim,Não
47250896000120,Não informado,Não informado
47259964000112,Sim,Sim
47268434000130,Sim,Sim
47280851000107,Sim,Sim
47304190000102,Sim,Sim
47322751000198,Sim,Sim
47335949000106,Sim,Sim
47351514000155,Sim,Sim
47353011000119,Sim,Sim
47372379000124,Sim,Sim
47378938000103,Sim,Sim
47383398000156,Sim,Sim
47411959000183,Sim,Sim
47435703000106,Sim,Sim
47457960000149,Sim,Não
47472817000126,Sim,Sim
47474066000187,Sim,Sim
47607573000141,Sim,Sim
47627731000125,Sim,Sim
47630325000111,Sim,Sim
47651148000150,Sim,Sim
47669743000112,Não informado,Não informado
47685348000123,Sim,Não
47702974000180,Sim,Sim
47705796000141,Sim,Sim
47720650000175,Sim,Sim
47733299000157,Sim,Sim
47753949000126,Sim,Sim
47775227000172,Sim,Sim
47780950000140,Sim,Sim
47811892000174,Sim,Sim
47843121000169,Sim,Sim
47857509000119,Sim,Sim
47876885000150,Sim,Sim
47888529000157,Não informado,Não informado
47920313000121,Não informado,Não informado
47949816000120,Não informado,Não informado
47954984000103,Não informado,Não informado
47993672000109,Não informado,Não informado
48023794000135,Não informado,Não informado
48024001000100,Não informado,Não informado
48030477000146,Não informado,Não informado
48042672000196,Não informado,Não informado
48077480000115,Não informado,Não informado
48091639000156,Não informado,Não informado
48139645000136,Não informado,Não informado
48157355000115,Não informado,Não informado
48170727000143,Não informado,Não informado
48214327000192,Não informado,Não informado
48227667000158,Não informado,Não informado
48254336000107,Não informado,Não informado
48281535000104,Não informado,Não informado
48298314000149,Não informado,Não informado
48302161000166,Não informado,Não informado
48329563000154,Não informado,Não informado
48342122000192,Não informado,Não informado
48342737000119,Sim,Não
48358604000130,Não informado,Não informado
48364352000152,Não informado,Não informado
48382557000160,Não informado,Não informado
49810070000102,Sim,Não
52369709000162,Sim,Não
54239561000177,Não,Não
56074768000164,Sim,Não
56643018000166,Não,Não
57490534000160,Sim,Não
57712184000130,Não,Não
57715195000173,Não,Não
58137340002001,Não,Não
59334979000349,Não informado,Não informado
60746948000112,Não,Não
60746948169885,Não,Não
60894730000105,Não,Não
60941796000451,Não,Não
61082004000150,Não,Não
61486650000183,Não,Não
61526398031906,Não,Não
63489157000142,Sim,Não
67410209000102,Não,Não
67758532000163,Não,Não
68143023000199,Não,Não
68640861000178,Sim,Não
68853118000104,Sim,Não
72873532000144,Sim,Não
73003287000268,Não,Não
74046731000376,Não informado,Não informado
74123126000190,Não,Não
74574831000103,Sim,Sim
74661349000100,Não,Não
76597152000185,Não,Não
78189040000110,Sim,Não
78588415001944,Não,Não
79342069005970,Não,Não
80629140000162,Não,Não
81173635000192,Sim,Não
81261976000110,Sim,Não
82901000000127,Não,Não
83878892000155,Não,Não
85326692000115,Sim,Não
85332146000197,Sim,Não
87456562000122,Não,Não
88067780000138,Não,Não
88071212000100,Não,Não
88212113002307,Não,Não
88586565000143,Sim,Não
88611835000129,Não,Não
89086144000116,Não,Não
90115551000193,Sim,Não
90441460000148,Não,Não
92027325000186,Não,Não
92702067000196,Não,Não
92727932000744,Não,Não
92749225000163,Não,Não
94768835000130,Sim,Não
95602348000165,Não,Não
97537903000148,Sim,Não
00000208012621,Não,Não
00127993000167,Não,Não
00217289000103,Não,Não
00230225000134,Sim,Não
00238905000102,Sim,Não
00416968000101,Não,Não
00656484000121,Sim,Não
00734543000485,Não,Não
00754836000181,Não,Não
00826607000125,Não,Não
00844150000181,Sim,Não
00931718000100,Não,Não
01039012000192,Sim,Não
01060100000176,Sim,Sim
01092686000401,Não,Não
01183116000176,Não,Não
01206941002788,Não,Não
01209459000162,Sim,Não
01345202000138,Não,Não
01417222000177,Não,Não
01475924000107,Sim,Não
01547481000112,Não,Não
01928043000102,Sim,Não
01946013000110,Não,Não
02023490000177,Não,Não
02093125000139,Sim,Não
02157176000268,Não,Não
02323453000184,Não,Não
02351144000118,Não,Não
02365069000144,Não,Não
02405951000176,Sim,Não
02421421000111,Não,Não
02545360000285,Sim,Não
02558157000162,Não,Não
02635522000195,Não,Não
02649725000130,Sim,Sim
02656196001921,Não,Não
02658560000163,Sim,Não
02689510000143,Sim,Não
02702824000210,Não,Não
02847681001206,Não,Não
03113827000108,Não,Não
03220438000173,Não,Não
03228281000122,Não,Não
03378899000179,Sim,Não
03596534000200,Não,Não
03603270000185,Sim,Não
03608241000106,Sim,Não
03688666000172,Sim,Não
03704338000112,Não,Não
03761409000119,Sim,Não
03762947000128,Não,Não
03814438000100,Sim,Não
03842898000133,Não,Não
03865570000132,Sim,Não
03931322000142,Sim,Não
03996096000188,Sim,Não
04019367000108,Não,Não
04034297000167,Não,Não
04098240000121,Sim,Não
04195220000179,Sim,Não
04219777000283,Não,Não
04241320000194,Não,Não
04395456000159,Sim,Não
04413313000122,Sim,Não
04436079000159,Sim,Não
04459956000107,Não,Não
04529120000131,Não,Não
04665133000138,Não,Não
04742028000155,Sim,Não
04821041000108,Não,Não
04831608000380,Não,Não
04957602000192,Sim,Não
05236595000100,Não,Não
05242015000180,Não,Não
05254957007271,Não,Não
05314137000134,Não,Não
05331509000130,Não,Não
05448446000105,Sim,Não
05586517000128,Não,Não
05610271000182,Sim,Não
05655187000347,Não informado,Não informado
05677031000103,Não,Não
05729328000167,Sim,Não
05884669000107,Não,Não
05906063000125,Não,Não
06112513000170,Não,Não
06155276000125,Sim,Não
06218990000115,Não,Não
06292780000258,Não informado,Não informado
06338571000117,Não,Não
06373224000125,Não,Não
06555836000139,Sim,Não
06696645000197,Sim,Não
06867016000182,Não,Não
06935725000158,Não,Não
06965725000109,Sim,Não
07063080000173,Sim,Não
07088778000143,Não,Não
07110963000197,Não,Não
07139485000148,Sim,Não
07153543000198,Sim,Não
07206816000115,Não,Não
07263531000116,Não,Não
07328706000126,Sim,Não
07341923000156,Não,Não
07387388000174,Sim,Não
07424707000174,Não,Não
07437016000105,Não,Não
07447023000198,Não,Não
07456538000154,Sim,Não
07497512000154,Não,Não
07508834000151,Sim,Não
07594978000178,Não,Não
07605075001036,Não informado,Não informado
07611562000110,Não,Não
07615169000103,Sim,Não
07631274000128,Sim,Sim
07689002000189,Não,Não
07749873000140,Sim,Não
07816890000153,Não,Não
07820907000146,Não,Não
07852645000100,Sim,Não
07926704003235,Não,Não
07952246000889,Não,Não
07957021000149,Não,Não
08001152000382,Não,Não
08037841000185,Não,Não
08045950000144,Não,Não
08065557000112,Não,Não
08076862000100,Sim,Não
08078416000134,Sim,Não
08156855000380,Não informado,Não informado
08193934000107,Não,Não
08215635000118,Não,Não
08238386001077,Não informado,Não informado
08251235000168,Não,Não
08254292000109,Sim,Não
08359543000101,Sim,Não
08364948000138,Não,Não
08372297000128,Não,Não
08390702000130,Não,Não
08390859000166,Sim,Não
08394423000145,Não,Não
08483818000114,Não,Não
08486019000100,Não,Não
08524824000172,Não,Não
08545821000115,Sim,Não
08561701002074,Não informado,Não informado
08565492000174,Não,Não
08581122000120,Sim,Não
08610675000164,Não,Não
08667627000102,Sim,Não
08731619000420,Não,Não
08753255000137,Sim,Não
08777639000190,Não,Não
08801621000186,Não,Não
08804234000284,Não,Não
08841044000156,Não,Não
08880077000296,Não,Não
08890986000124,Não,Não
08895838000100,Não,Não
08951053000108,Sim,Não
09031612000116,Não,Não
09039859000189,Não,Não
09047268000153,Não,Não
09089133000150,Sim,Não
09142731000146,Sim,Não
09269991000187,Não,Não
09321806000156,Sim,Sim
09346601000125,Não,Não
09551402000744,Não informado,Não informado
09631030000170,Não,Não
09651515000126,Sim,Sim
09654749000127,Sim,Não
10215988000160,Não,Não
10281936000191,Sim,Não
10285590018228,Não informado,Não informado
10294251000180,Não,Não
10336481000245,Não,Não
10356697000191,Não,Não
10410381000130,Não,Não
10441755000185,Sim,Não
10454074000151,Sim,Não
10493612000117,Não,Não
10509307000257,Não informado,Não informado
10566074000143,Não,Não
10574455000255,Sim,Não
10904998000102,Sim,Não
10928875000101,Não,Não
10936685000136,Sim,Não
10967921000181,Não,Não
10978921000187,Não,Não
11103910000116,Sim,Não
11109437000184,Sim,Não
11140945000125,Sim,Não
11188734000162,Sim,Não
11234755000177,Não,Não
11263922000108,Não,Não
11354997000102,Não,Não
11428625000175,Sim,Não
11461166000121,Não,Não
11467951000191,Sim,Sim
11500574000145,Não,Não
11504835000103,Sim,Não
11643765000166,Sim,Não
11689967000149,Sim,Não
11712355000120,Não,Não
11721921000160,Não,Não
11850762000101,Sim,Sim
12012897000152,Sim,Não
12146258000180,Sim,Não
12181987000177,Não,Não
12274282000285,Não,Não
12401986000190,Não,Não
12429631000100,Sim,Sim
12432646000127,Não,Não
12486809000405,Não,Não
12509858000165,Sim,Não
12533136000146,Não,Não
12589014000171,Sim,Não
12592936000138,Sim,Sim
12602618000100,Não,Não
12635623000110,Sim,Sim
12707277000138,Sim,Sim
12792964000107,Sim,Não
12886398000194,Sim,Sim
12890370000120,Sim,Não
12916891000100,Sim,Sim
12923901000134,Sim,Sim
12933145000710,Não,Não
12939698000194,Não,Não
12964533000172,Sim,Não
12980136000437,Não informado,Não informado
12983339000134,Sim,Não
13037716000377,Não,Não
13079893000154,Não,Não
13105546000159,Sim,Sim
13107150000302,Não,Não
13250840000235,Não,Não
13260863000140,Sim,Não
13270520000166,Não,Não
13345620001771,Não,Não
13419156000153,Sim,Não
13432013000181,Sim,Sim
13553507000114,Sim,Não
13569481000283,Não informado,Não informado
13574594000196,Não,Não
13639811000189,Sim,Não
13646671000176,Sim,Sim
13652947000129,Sim,Não
13776823000155,Sim,Não
13777849000118,Não,Não
13839509000174,Sim,Sim
13867386000185,Sim,Não
13876880000106,Sim,Não
13908111000142,Sim,Sim
13961265000106,Sim,Não
13992204000106,Não,Não
13998121000116,Sim,Sim
14001108000103,Sim,Não
14071980000128,Sim,Não
14109658000140,Sim,Não
14123944000160,Sim,Não
14221290000108,Sim,Não
14413739000130,Sim,Não
14495679000141,Sim,Sim
14533623000134,Não,Não
14634316000140,Não,Não
14724667000141,Não,Não
14748954000191,Não,Não
14785253000122,Sim,Sim
14816868000179,Não,Não
14826698000103,Sim,Não
14886555000197,Sim,Não
14892033000289,Não informado,Não informado
14922621000218,Não,Não
14985944000170,Não,Não
15032751000167,Sim,Sim
15097399000148,Não,Não
15129817000131,Sim,Sim
15178520000166,Sim,Sim
15192403000157,Não,Não
15259356000111,Não,Não
15270656002498,Não,Não
15391138000136,Não,Não
15396568000140,Sim,Sim
15467033000113,Sim,Sim
15533821000160,Sim,Não
15593696000184,Sim,Sim
15643225000133,Sim,Não
15666319000128,Sim,Sim
15702514000166,Não,Não
15716114000100,Sim,Não
15740386000145,Não,Não
15768318000194,Não,Não
15785285000190,Não,Não
15868439000108,Sim,Não
15914705000191,Sim,Sim
16404287000155,Não,Não
16514555000191,Sim,Sim
16531893000131,Sim,Não
16634500000115,Não,Não
16670085000155,Não,Não
16713064000170,Sim,Sim
16730498000188,Sim,Sim
16734425000164,Sim,Sim
16771837000174,Sim,Sim
16775739000105,Sim,Sim
17024176000186,Sim,Sim
17035072000177,Não,Não
17046105000184,Sim,Sim
17106124000159,Sim,Sim
17167396000169,Não,Não
17331410000118,Sim,Não
17333981000191,Não,Não
17368595000135,Sim,Não
17376800000104,Sim,Sim
17485872000190,Sim,Sim
17487298000109,Sim,Não
17543923000192,Sim,Não
17592377000180,Sim,Sim
17596598000126,Sim,Não
17671054000181,Não,Não
17696228000160,Sim,Sim
17727994000145,Sim,Sim
17755091000178,Não,Não
18116989000169,Sim,Sim
18130083000107,Não,Não
18135567000130,Sim,Não
18226766000154,Sim,Não
18237775000140,Sim,Não
18307385000108,Sim,Sim
18361054000148,Sim,Não
18431316000101,Sim,Sim
18474169000149,Sim,Não
18495449000133,Sim,Sim
18535858000116,Não,Não
18545176000194,Sim,Não
18559508005906,Não,Não
18610190000124,Sim,Sim
18708930000160,Sim,Sim
18739099000103,Sim,Sim
18770516000180,Sim,Sim
18778672000198,Sim,Não
18869699000196,Sim,Sim
18910089000199,Sim,Sim
19088557000154,Não,Não
19093019000158,Sim,Sim
19143804000178,Sim,Sim
19215549000121,Sim,Não
19248662000103,Não,Não
19311319000166,Sim,Sim
19421453000110,Sim,Sim
19575197000115,Sim,Sim
19634884000164,Sim,Sim
19676776002017,Não,Não
19677483000191,Não,Não
19734747000100,Sim,Sim
19750316000129,Sim,Não
19761698000196,Sim,Sim
19792001000497,Não,Não
19829995000126,Sim,Sim
19839541000136,Sim,Sim
19847395000190,Sim,Não
19889392000110,Sim,Não
19904356000188,Sim,Sim
19949961000175,Sim,Não
19963345000179,Sim,Sim
20004409000193,Sim,Sim
20018593000120,Sim,Sim
20157781000130,Sim,Não
20338608000138,Não,Não
20403158000110,Não,Não
20451432000126,Não,Não
20492817000131,Sim,Sim
20545569000140,Sim,Sim
20629185000105,Sim,Sim
20668615000106,Sim,Não
20690086000139,Não,Não
20957182000109,Sim,Sim
20960150000154,Sim,Não
20964687000192,Sim,Sim
21072895000140,Sim,Não
21235849000114,Sim,Sim
21240146000184,Não,Não
21282573000125,Sim,Sim
21384176000164,Sim,Sim
21446416000108,Não,Não
21449643000278,Não informado,Não informado
21467222000199,Sim,Não
21492408000106,Sim,Sim
21553941000122,Sim,Sim
21672940000105,Sim,Sim
21703636000170,Sim,Sim
21748028000181,Sim,Sim
21815146000165,Sim,Não
21871350000101,Sim,Sim
21942087000196,Sim,Sim
21972709000129,Sim,Sim
22024118000192,Sim,Sim
22027572000105,Sim,Não
22028020000103,Sim,Sim
22055008000198,Não,Não
22115174000132,Não,Não
22121166000107,Sim,Sim
22145154000104,Não,Não
22327771000120,Sim,Sim
22394394000142,Sim,Sim
22412212000119,Sim,Sim
22458157000106,Sim,Sim
22546261000144,Sim,Sim
22602707000100,Sim,Sim
22605245000185,Sim,Não
22610353000146,Não,Não
22636573000149,Sim,Sim
22687496000156,Sim,Não
22731440000151,Sim,Sim
22747959000128,Não,Não
22769617000109,Sim,Não
22872824000437,Não,Não
22907388000141,Sim,Sim
22914127000159,Sim,Sim
23033320000143,Sim,Não
23093552000197,Não,Não
23095981000101,Sim,Não
23153178000178,Sim,Sim
23201773000131,Sim,Sim
23237848000134,Não,Não
23296039000101,Sim,Sim
23323067000162,Sim,Não
23393637000190,Sim,Não
23409769000163,Sim,Sim
23474275000162,Não,Não
23489736000170,Sim,Sim
23499973000112,Não,Não
23513555000132,Sim,Não
23517750000130,Sim,Sim
23550440000118,Sim,Não
23566050000136,Sim,Não
23593314000140,Sim,Sim
23624537000128,Não,Não
23712106000113,Sim,Sim
23766800000113,Não,Não
23798367000106,Sim,Sim
23803402000120,Sim,Sim
23939061000114,Sim,Sim
23963050000170,Sim,Sim
23970294000180,Não,Não
23972654000182,Sim,Sim
23999587000190,Não,Não
24035654000119,Sim,Sim
24072396000140,Sim,Não
24086995000113,Sim,Não
24115524000196,Sim,Não
24130830000100,Sim,Não
24131851000131,Não,Não
24140789000144,Sim,Não
24164479000160,Sim,Sim
24195601000327,Não informado,Não informado
24234181000189,Sim,Não
24239820000107,Não,Não
24486504000121,Sim,Sim
24488564000183,Sim,Sim
24500540000607,Não,Não
24518574000114,Sim,Sim
24573237000120,Sim,Sim
24599287000186,Sim,Sim
24713470000160,Não,Não
24717720000211,Não,Não
24727962000105,Sim,Sim
24739296000125,Sim,Sim
24787850000140,Sim,Sim
24872168000155,Sim,Sim
24878302000125,Não,Não
24926173000101,Sim,Sim
24945342000142,Sim,Não
25002723000150,Sim,Não
25067018000131,Não,Não
25091630000140,Sim,Sim
25147637000136,Sim,Sim
25151191000113,Sim,Sim
25192546000112,Sim,Sim
25240384000140,Sim,Não
25245769000109,Sim,Não
25257363000138,Sim,Não
25330855000101,Sim,Sim
25336253000161,Sim,Sim
25675497000179,Sim,Não
25680916000160,Sim,Sim
25985744000133,Sim,Sim
25987788000100,Sim,Sim
26001007000200,Não,Não
26001309000190,Sim,Sim
26003940000128,Sim,Sim
26019594000176,Sim,Sim
26193884000131,Sim,Sim
26283260000105,Sim,Sim
26327195000172,Sim,Não
26386281000318,Não,Não
26391270000164,Sim,Sim
26413386000157,Sim,Sim
26486491000116,Sim,Sim
26494777000143,Sim,Sim
26522596000183,Sim,Sim
26527914000107,Sim,Não
26577292000113,Sim,Não
26640810000104,Não,Não
26663957000101,Não,Não
26689500000176,Sim,Não
26696152000164,Não,Não
26710565000156,Sim,Não
26744879000170,Não,Não
26803018000115,Sim,Não
26803730000114,Sim,Sim
26809664000190,Sim,Sim
26837106000138,Sim,Sim
26848178000180,Sim,Sim
26927055000135,Sim,Não
27065596000164,Sim,Sim
27103291000108,Não,Não
27200702000175,Sim,Sim
27278947000115,Sim,Sim
