cnpj,optante_simples,optante_simei
09637150000185,Sim,Sim
09662119000102,Não,Não
09688569000166,Sim,Não
09794975017006,Não,Não
09942069000109,Sim,Sim
10338320000100,Não,Não
10353021000144,Não,Não
10373321000195,Sim,Não
10379317000134,Sim,Não
10390182000299,Não,Não
10417868000145,Sim,Não
10494550000168,Não,Não
10554353000197,Não,Não
10619255000190,Não,Não
10645585000150,Sim,Não
10655958000255,Não,Não
10716567000112,Sim,Não
10717560000115,Não,Não
10730676000194,Sim,Não
10836527000104,Não,Não
10867813000137,Sim,Não
10884128000119,Sim,Não
10889198000160,Sim,Não
10910017000130,Não,Não
10920827000177,Sim,Não
10936338000103,Sim,Não
10959970000172,Não,Não
10977781000122,Sim,Não
11018673000195,Sim,Não
11029958000121,Não,Não
11198150000178,Não,Não
11209423000132,Sim,Não
11244550000172,Sim,Não
11246879000253,Não,Não
11269626000114,Não,Não
11313957000104,Não,Não
11325703000106,Sim,Não
11339567000103,Não,Não
11374746000181,Não,Não
11396416000197,Sim,Não
11407343000191,Não,Não
11578926000185,Sim,Sim
11644948000104,Não,Não
11659187000156,Não,Não
11830497000191,Sim,Sim
11889322000150,Sim,Não
11922451000100,Sim,Sim
12004352000102,Sim,Sim
12146352000139,Não,Não
12157093000141,Sim,Não
12264106000181,Sim,Sim
12381242000151,Sim,Não
12476769000160,Sim,Não
12497252000157,Sim,Não
12584083000192,Sim,Não
12598375000184,Sim,Sim
12625913000182,Não,Não
12629983000109,Não,Não
12800874000102,Sim,Sim
12853137000178,Sim,Sim
12939520000143,Sim,Não
12972367000156,Sim,Sim
13009717000146,Não,Não
13123638000161,Não,Não
13184649000151,Sim,Sim
13192263000191,Sim,Sim
13262736000180,Sim,Sim
13270880000168,Sim,Sim
13296044000152,Não,Não
13326261000148,Não,Não
13326584000131,Sim,Sim
13335621000178,Sim,Não
13345008000131,Sim,Não
13357669000187,Sim,Sim
13358364000190,Não,Não
13585523000199,Sim,Sim
13648616000115,Sim,Não
13755165000115,Sim,Sim
13823180000153,Sim,Não
13832909000239,Não informado,Não informado
13841587000103,Sim,Não
13910337000188,Sim,Sim
13916353000188,Sim,Sim
14070575000276,Não,Não
14127813000151,Não,Não
14142602000198,Sim,Não
14156096000196,Sim,Sim
14167919000189,Sim,Não
14243565000104,Sim,Sim
14251344000188,Sim,Não
14317417000197,Sim,Sim
14340692000121,Sim,Sim
14546439000129,Sim,Sim
14572733000105,Sim,Não
14649582000146,Sim,Sim
14685434000187,Sim,Sim
14687415000190,Sim,Sim
14779802000156,Sim,Não
14785152000151,Não,Não
14790670000163,Não,Não
14797004000238,Não,Não
14829858000178,Sim,Sim
14841002000118,Sim,Sim
14858363000177,Sim,Sim
14893585000120,Sim,Não
14911562000100,Sim,Não
14913506000104,Sim,Sim
14990140000240,Não,Não
15028794000179,Sim,Sim
15080957000162,Não,Não
15131633000106,Sim,Sim
15172878000181,Sim,Sim
15378113000100,Não,Não
15406982000193,Sim,Não
15413545000105,Sim,Não
15453134000135,Sim,Sim
15500532000165,Sim,Sim
15506161000129,Sim,Sim
15564542000164,Sim,Sim
15570841000101,Sim,Não
15747974000100,Não,Não
16482301000139,Não,Não
16483150000133,Sim,Não
16553911000186,Sim,Não
16586749000100,Sim,Não
16618347000132,Sim,Não
16651833000152,Sim,Sim
16685385000108,Sim,Não
16744095000279,Não informado,Não informado
16841978000116,Sim,Não
16880856000139,Não,Não
16883496000129,Sim,Não
16963701000166,Sim,Sim
16994298000132,Não,Não
17141969000185,Não,Não
17155730000164,Não,Não
17198181000105,Sim,Não
17212641000374,Sim,Não
17250162000180,Sim,Não
17255690000122,Sim,Sim
17263839000204,Não informado,Não informado
17292762000101,Sim,Não
17344597000194,Não,Não
17431366000118,Sim,Sim
17549159000162,Não,Não
17559755000123,Sim,Não
17624728000197,Sim,Não
17676180000200,Não,Não
17682185000164,Sim,Sim
17742708000110,Sim,Sim
17790378000139,Sim,Sim
17824359000186,Sim,Não
17835184000102,Sim,Sim
17851141000110,Sim,Sim
17871030000176,Não,Não
17892370000183,Sim,Sim
18073887000103,Não,Não
18083400000173,Sim,Sim
18112312000152,Não,Não
18126628000101,Não,Não
18128166000153,Sim,Sim
18141186000164,Sim,Sim
18178637000138,Não,Não
18186082000176,Sim,Sim
18206251000192,Não,Não
18257357000115,Sim,Sim
18288115000199,Sim,Não
18328118000109,Não,Não
18364885000173,Não,Não
18494485000182,Não,Não
18519353000168,Não,Não
18522952000130,Sim,Sim
18538545000111,Sim,Não
18597877000177,Sim,Não
18638183000130,Sim,Sim
18681903000140,Não,Não
18697955000105,Não,Não
18741036000191,Sim,Sim
18763140000187,Sim,Sim
18835087000182,Sim,Não
18849081000164,Sim,Não
18887548000160,Sim,Não
18905905000176,Sim,Sim
18986437000101,Sim,Sim
19078027000125,Sim,Não
19096003000107,Sim,Sim
19107890000163,Sim,Não
19137969000137,Sim,Não
19174737000159,Sim,Não
19205428000107,Sim,Sim
19276449000105,Sim,Não
19351946000120,Sim,Sim
19378769000176,Não,Não
19467912000104,Sim,Não
19497066000167,Sim,Sim
19563290000100,Sim,Sim
19573284000133,Sim,Não
19580143000148,Sim,Sim
19590280000163,Não,Não
19704891000195,Sim,Não
19736488000148,Sim,Sim
19796586000170,Não,Não
19805651000187,Sim,Sim
19883102000120,Sim,Sim
19904771000131,Não,Não
19907684000138,Sim,Não
19949451000106,Sim,Não
19968285000187,Não,Não
19988329000130,Sim,Sim
20028629000157,Sim,Sim
20064842000114,Sim,Sim
20080561000155,Sim,Não
20114781000152,Sim,Não
20205338000197,Não,Não
20228084000122,Sim,Não
20339120000125,Sim,Sim
20392756000130,Sim,Não
20546608000395,Não informado,Não informado
20688009000144,Sim,Sim
20725710000196,Não,Não
20735381000164,Não,Não
20753443000160,Sim,Não
20953701000233,Não,Não
20966319000183,Sim,Não
21049273000109,Sim,Sim
21056196000106,Sim,Não
21070076000163,Sim,Sim
21080430000130,Sim,Não
21127602000184,Sim,Não
21197014000117,Não,Não
21214730000165,Sim,Sim
21217857000138,Não,Não
21348660000138,Não,Não
21358239000108,Não,Não
21367254000112,Não,Não
21405774000172,Não,Não
21427904000178,Sim,Sim
21430694000177,Sim,Não
21523268000188,Sim,Sim
21638229000126,Sim,Sim
21717620000116,Sim,Sim
21901561000131,Sim,Sim
21912917000132,Sim,Sim
21919293000185,Sim,Sim
21924657000115,Não,Não
21961475000114,Não,Não
22037509000141,Sim,Não
22119134000169,Sim,Sim
22145062000124,Sim,Não
22159807000104,Sim,Sim
22165645000206,Não informado,Não informado
22226635000144,Não,Não
22237189000173,Sim,Sim
22315376000128,Sim,Não
22318474000119,Sim,Não
22366166000169,Sim,Sim
22397501000196,Sim,Sim
22400151000170,Sim,Não
22435645000190,Sim,Sim
22499460000149,Sim,Sim
22524927000163,Sim,Sim
22578332000190,Sim,Não
22600683000150,Sim,Sim
22621310000166,Sim,Não
22657174000164,Sim,Sim
22722584000141,Não,Não
22740826000120,Não,Não
22808537000115,Sim,Sim
22825912000135,Sim,Sim
22919493000109,Sim,Não
22990284008047,Não,Não
23026538000170,Não,Não
23068271000184,Sim,Sim
23073764000102,Sim,Sim
23087941000100,Não,Não
23121900000192,Sim,Não
23126989000180,Sim,Sim
23208943000100,Sim,Sim
23279214000144,Sim,Sim
23285283000160,Sim,Não
23432137000110,Sim,Sim
23437607000139,Sim,Não
23674689000135,Sim,Sim
23710006000158,Sim,Sim
23790746000141,Sim,Sim
23818015000167,Sim,Sim
23825846000166,Sim,Sim
23826893000124,Sim,Não
23849322000105,Sim,Não
23851666000159,Não,Não
23874546000177,Não,Não
23893762000160,Sim,Sim
23906946000117,Sim,Sim
23956416000183,Sim,Sim
23984600000137,Sim,Sim
23990639000167,Sim,Sim
24044500000193,Sim,Não
24045670000192,Não,Não
24098036000118,Sim,Sim
24101475000132,Sim,Não
24200774000124,Sim,Não
24206676000102,Sim,Sim
24207077000103,Sim,Não
24255802000100,Sim,Sim
24334187000128,Sim,Não
24363683000100,Sim,Não
24372516000125,Sim,Sim
24394101000152,Sim,Sim
24414696000160,Sim,Sim
24584707000150,Sim,Sim
24607712000131,Sim,Sim
24608774000168,Sim,Sim
24615666000112,Sim,Sim
24662438000101,Não,Não
24674680000197,Sim,Sim
24680105000369,Não,Não
24702356000216,Não informado,Não informado
24705228000145,Sim,Sim
24725894000145,Sim,Não
24736208000131,Sim,Sim
24755189000190,Sim,Sim
24819718000172,Sim,Sim
24949605000191,Sim,Sim
25011083000145,Sim,Sim
25117534000123,Sim,Não
25127323000171,Não,Não
25142603000159,Sim,Sim
25209357000105,Sim,Sim
25222838000150,Não,Não
25223682000122,Sim,Sim
25261141000199,Sim,Sim
25424679000177,Não,Não
26011181000145,Sim,Sim
26035957000167,Sim,Sim
26036461000108,Sim,Sim
26121927000173,Sim,Sim
26123981000158,Sim,Sim
26195899000139,Sim,Sim
26206731000181,Sim,Sim
26371547000197,Sim,Sim
26381998000105,Não,Não
26402469000140,Sim,Sim
26518072000119,Sim,Sim
26533830000178,Sim,Sim
26679003000197,Sim,Não
26687785000106,Sim,Sim
26769476000185,Sim,Sim
26787955000124,Sim,Sim
26840527000118,Sim,Sim
26905662000102,Sim,Não
26924165000143,Sim,Não
26969126000162,Não,Não
26987207000195,Sim,Sim
26987849000194,Sim,Sim
26993875000125,Sim,Sim
27048383000124,Não,Não
27145734000115,Sim,Sim
27182920000124,Sim,Sim
27225402000140,Sim,Não
27242010000190,Sim,Não
27403098000184,Sim,Não
27512116000166,Não,Não
27552476000191,Sim,Sim
27579188000120,Sim,Sim
27672560000149,Sim,Não
27701564001180,Não,Não
27718905000158,Sim,Sim
27740062000196,Sim,Sim
27743123000179,Sim,Sim
27846686000192,Sim,Sim
27882334000192,Não,Não
27999387000198,Sim,Sim
28054888000164,Sim,Não
28074310000170,Sim,Sim
28179636000161,Não,Não
28195932000156,Sim,Sim
28242471000125,Sim,Não
28367565000120,Sim,Não
28389016000157,Não,Não
28430537000100,Sim,Sim
28473520000130,Sim,Sim
28505144000119,Sim,Sim
28542463000102,Sim,Sim
28607110000135,Sim,Sim
28649056000190,Sim,Sim
28678636000106,Sim,Não
28780796000161,Sim,Sim
28826378000168,Não,Não
28856000000107,Sim,Não
28892018000164,Sim,Sim
28961608000100,Sim,Sim
28964715000345,Não informado,Não informado
28983602000125,Sim,Sim
29016214000138,Sim,Não
29305956000183,Sim,Não
29349014000105,Não,Não
29563676000175,Sim,Sim
29589077000120,Sim,Sim
29597048000100,Sim,Sim
29642663000191,Sim,Sim
29664975000104,Sim,Não
29691031000118,Sim,Sim
29745030000109,Sim,Sim
29786512000107,Sim,Não
29794813000182,Sim,Não
29872417000126,Sim,Não
29911230000194,Sim,Não
29914701000118,Sim,Sim
29921771000101,Sim,Sim
29967522000149,Não,Não
29995344000160,Sim,Sim
30016297000144,Sim,Sim
30024489000100,Sim,Não
30044368000112,Sim,Sim
30051579000182,Não,Não
30055777000114,Sim,Sim
30059929000157,Sim,Não
30213493000109,Não,Não
30226440000122,Sim,Sim
30254053000108,Sim,Não
30258656000170,Sim,Sim
30299992000160,Sim,Sim
30300746000181,Sim,Sim
30329024000150,Sim,Sim
30333713000138,Sim,Sim
30387169000107,Sim,Sim
30401257000116,Sim,Não
30428827000161,Não,Não
30431064000108,Sim,Não
30455606000182,Sim,Sim
30592556000185,Sim,Sim
30601848000137,Sim,Sim
30604678000144,Sim,Sim
30645344000119,Sim,Sim
30716752000114,Sim,Sim
30741229000148,Sim,Não
30778152000180,Sim,Sim
30936625000120,Sim,Sim
30990643000190,Sim,Sim
30993310000115,Sim,Sim
31010090000125,Sim,Sim
31027906000123,Não,Não
31051712000163,Sim,Sim
31069869000116,Sim,Sim
31075458000133,Sim,Sim
31134906000122,Sim,Não
31239415000146,Sim,Sim
31244276000149,Sim,Sim
31263483000140,Sim,Não
31345255000110,Sim,Sim
31354310000138,Sim,Sim
31385923000132,Sim,Não
31486060000190,Sim,Sim
31553627000101,Não,Não
31576380000130,Sim,Sim
31608553000155,Sim,Não
31731108000188,Sim,Sim
31750336000103,Sim,Sim
31766670000147,Sim,Sim
31839476000144,Sim,Sim
31853016000170,Sim,Sim
31861385000105,Sim,Não
31902324000149,Sim,Sim
31978867000140,Sim,Sim
32019225000186,Sim,Não
32033280000120,Sim,Sim
32065728000198,Sim,Não
32168005000114,Sim,Não
32211313000185,Sim,Sim
32237787000104,Sim,Não
32242402000199,Sim,Sim
32333511000111,Sim,Não
32335233000131,Sim,Sim
32388885000134,Sim,Sim
32396238000174,Sim,Não
32446535000187,Não,Não
32604335000105,Sim,Não
32663110000120,Sim,Sim
32684692000120,Sim,Sim
32700247000107,Não,Não
32755649000109,Sim,Sim
32785497000197,Não,Não
32966215000158,Sim,Sim
33041260065290,Não,Não
33111246000190,Não,Não
33128093000193,Sim,Não
33200049000147,Não,Não
33226569000129,Sim,Sim
33231789000140,Sim,Sim
33239812000143,Sim,Sim
33256163000199,Sim,Sim
33266135000152,Sim,Sim
33276869000112,Sim,Sim
33299271000149,Sim,Não
33310994000100,Sim,Não
33318839000121,Não,Não
33319820000108,Sim,Sim
33386210000119,Não,Não
33391551000182,Sim,Sim
33399617000180,Sim,Não
33425643000136,Sim,Sim
33427327000101,Sim,Sim
33427862000154,Sim,Sim
33473195000146,Sim,Sim
33492834000110,Sim,Não
33503898000170,Sim,Sim
33546147000130,Sim,Sim
33562900000181,Sim,Sim
33658632000104,Sim,Sim
33668917000118,Sim,Sim
33669501000114,Sim,Sim
33680846000250,Não informado,Não informado
33724625000155,Sim,Não
33734570000164,Sim,Sim
33735863000166,Sim,Não
33763229000137,Sim,Não
33838222000137,Sim,Não
33855708000183,Sim,Sim
33861525000170,Não,Não
33946782000105,Sim,Sim
33965300000164,Não,Não
33976233000183,Sim,Sim
34028316244169,Não,Não
34038767000121,Sim,Não
34054459000190,Não,Não
34055747000169,Sim,Sim
34102854000109,Sim,Não
34151195000192,Sim,Sim
34231240000119,Sim,Sim
34296239000172,Sim,Não
34378603000143,Sim,Sim
34428718000103,Sim,Sim
34493846000122,Sim,Sim
34513294000177,Sim,Sim
34628136000162,Sim,Sim
34634031000116,Sim,Sim
34655917000146,Sim,Sim
34673659000120,Sim,Sim
34766494000131,Sim,Sim
34805138000180,Não,Não
34818863000192,Sim,Sim
34821120000171,Sim,Sim
34843147000165,Sim,Sim
34887613000104,Sim,Não
34899621000170,Sim,Sim
34901945000104,Sim,Não
34923505000140,Sim,Sim
34974241000153,Sim,Não
34996143000117,Sim,Sim
34997240000124,Sim,Sim
34997853000161,Sim,Sim
35058263000136,Sim,Sim
35058794000129,Sim,Sim
35059999000129,Não,Não
35086353000130,Sim,Sim
35100319000173,Sim,Sim
35149200000195,Sim,Sim
35155843000141,Sim,Não
35169370000131,Sim,Não
35237264000148,Sim,Sim
35326608000195,Sim,Sim
35384274000106,Sim,Sim
35441543000129,Sim,Sim
35449698000101,Sim,Sim
35493695000175,Sim,Sim
35515232000167,Não,Não
35615296000130,Sim,Não
35617404000103,Sim,Sim
35646923000108,Sim,Não
35775027000130,Sim,Não
35776024000111,Sim,Não
35786382000105,Não,Não
35798698000117,Sim,Sim
35844987000105,Não,Não
35849358000178,Sim,Não
35849773000121,Sim,Sim
35860628000141,Sim,Sim
35878969000144,Sim,Não
35911846000168,Sim,Não
35914706000143,Sim,Sim
35926672000107,Não,Não
35958093000146,Sim,Sim
35959955000155,Sim,Sim
35975882000195,Sim,Sim
36099015000104,Sim,Sim
36105182000102,Sim,Sim
36146166000168,Não,Não
36150831000197,Sim,Sim
36159739000198,Não,Não
36162705000152,Sim,Sim
36257710000149,Sim,Sim
36325815000198,Sim,Sim
36326358000156,Não,Não
36330205000182,Sim,Sim
36440006000127,Sim,Não
36488257000181,Sim,Sim
36525284000187,Sim,Sim
36535768000107,Sim,Sim
36560888000164,Sim,Não
36561616000189,Não informado,Não informado
36582069000118,Sim,Sim
36585328000164,Sim,Sim
36594180000124,Sim,Não
36608562000160,Não,Não
36624296000169,Sim,Não
36706078000173,Sim,Não
36709229000147,Sim,Não
36720011000193,Sim,Sim
36749983000100,Sim,Sim
36754884000117,Sim,Sim
36767790000182,Sim,Sim
36776783000147,Não,Não
36777491000129,Sim,Sim
36818891000135,Sim,Sim
36839548000177,Sim,Sim
36841098000157,Sim,Sim
36849059000104,Sim,Sim
36862752000109,Sim,Sim
36867091000104,Sim,Não
36870866000109,Sim,Sim
36894264000183,Sim,Sim
36903242000132,Sim,Sim
36986041000146,Sim,Sim
36987090000101,Sim,Não
36993174000140,Sim,Sim
37082194000121,Sim,Sim
37106920000107,Sim,Não
37111756000118,Sim,Sim
37169402000124,Sim,Sim
37171847000149,Sim,Sim
37174836000112,Não,Não
37247149000180,Sim,Sim
37265930000187,Sim,Sim
37281118000145,Sim,Sim
37297800000126,Sim,Sim
37304840000158,Sim,Sim
37310569000163,Sim,Não
37312352000192,Sim,Não
37341621000149,Sim,Sim
37358031000129,Sim,Sim
37402828000186,Sim,Sim
37433571000120,Sim,Sim
37456499000156,Sim,Sim
37476731000118,Sim,Sim
37591521000170,Sim,Sim
37600815000111,Sim,Sim
37602271000127,Sim,Sim
37603185000139,Sim,Sim
37639411000131,Sim,Sim
37639563000134,Sim,Sim
37654155000151,Sim,Sim
37673049000115,Sim,Sim
37695968000190,Sim,Sim
37714113000169,Sim,Sim
37716634000155,Sim,Sim
37722926000109,Sim,Sim
37724867000108,Sim,Sim
37774714000167,Sim,Não
37775548000113,Sim,Sim
37778063000183,Sim,Sim
37780849000135,Não informado,Não informado
37817803000143,Sim,Sim
37824233000119,Sim,Sim
37878301000122,Sim,Não
37886310000165,Sim,Sim
37892782000120,Sim,Não
37912769000196,Sim,Não
37913849000166,Sim,Sim
37921826000101,Sim,Não
37946751000105,Sim,Sim
37947599000185,Sim,Sim
37984152000186,Sim,Sim
38018234000139,Sim,Sim
38023928000164,Sim,Não
38051830000110,Sim,Sim
38065109000180,Sim,Sim
38134744000171,Sim,Sim
38162925000101,Sim,Sim
38259366000152,Sim,Não
38329092000120,Sim,Sim
38350660000175,Sim,Sim
38386163000127,Sim,Sim
38409138000111,Sim,Não
38420041000100,Sim,Sim
38431083000146,Sim,Sim
38461506000170,Não informado,Não informado
38499887000187,Sim,Sim
38501001000192,Sim,Sim
38592461000173,Sim,Sim
38650734000199,Sim,Sim
38823181000129,Sim,Sim
38948237000171,Sim,Não
38973011000120,Sim,Não
39307560000129,Sim,Não
39322187000185,Sim,Sim
39333199000105,Sim,Sim
39363170000176,Sim,Não
39394375000119,Sim,Sim
39448937000160,Sim,Não
39473928000129,Sim,Sim
39489661000168,Sim,Não
39511293000107,Sim,Sim
39532199000134,Sim,Sim
39562169000170,Sim,Sim
39573160000165,Não informado,Não informado
39598036000154,Sim,Sim
39611887000190,Sim,Sim
39637239000102,Sim,Sim
39663850000105,Sim,Sim
39708972000170,Sim,Sim
39711818000158,Sim,Sim
39718091000211,Não informado,Não informado
39747966000122,Sim,Sim
39754747000170,Sim,Não
39813707000152,Sim,Não
39872712000136,Sim,Sim
39877878000145,Sim,Sim
39884508000135,Sim,Sim
39899052000187,Sim,Sim
39932823000190,Sim,Sim
39949172000141,Sim,Sim
39956985000169,Sim,Não
39960040000110,Sim,Sim
39990465000172,Sim,Sim
40007201000135,Sim,Sim
40045936000153,Sim,Sim
40064176000121,Sim,Sim
40120161000133,Sim,Não
40128255000159,Sim,Sim
40132723000169,Sim,Não
40140739000113,Sim,Sim
40145541000122,Sim,Sim
40147963000137,Sim,Sim
40150428000135,Sim,Sim
40153499000191,Não informado,Não informado
40201002000163,Sim,Sim
40211960000115,Sim,Sim
40216217000158,Sim,Sim
40221482000124,Sim,Não
40236274000107,Sim,Sim
40241148000132,Sim,Sim
40243518000170,Sim,Sim
40266049000105,Sim,Sim
40269711000180,Sim,Sim
40279436000186,Sim,Não
40279884000180,Sim,Não
40289378000171,Não,Não
40292015000195,Sim,Sim
40326094000108,Sim,Sim
40348125000121,Sim,Sim
40352587000112,Sim,Sim
40390224000171,Sim,Sim
40426561000171,Não,Não
40441076000177,Sim,Sim
40463241000191,Sim,Sim
40469203000146,Sim,Não
40476917000181,Sim,Não
40514726000167,Sim,Sim
40532530000103,Sim,Sim
40541452000103,Sim,Sim
40549832000186,Sim,Sim
40560258000167,Sim,Sim
40566285000147,Sim,Não
40571039000183,Sim,Não
40576008000115,Sim,Sim
40599834000180,Não,Não
40605833000109,Não informado,Não informado
40613942000160,Sim,Sim
40634653000147,Sim,Sim
40646346000186,Sim,Sim
40667221000132,Sim,Sim
40701803000198,Sim,Sim
40719472000113,Sim,Sim
40734443000120,Sim,Sim
40782530000153,Sim,Sim
40803982000174,Sim,Sim
40809851000102,Sim,Sim
40873816000144,Sim,Sim
40893940000171,Não informado,Não informado
40923940000177,Sim,Sim
40937247000153,Sim,Sim
40967954000192,Sim,Sim
41017060000102,Sim,Sim
41036270000130,Sim,Sim
41073125000129,Sim,Sim
41086499000189,Sim,Sim
41087448000171,Sim,Sim
41129368000131,Sim,Sim
41178928000148,Sim,Sim
41223253000101,Sim,Sim
41229944000112,Sim,Sim
41247233000170,Sim,Sim
41303468000132,Sim,Sim
41353783000174,Sim,Não
41389979000119,Sim,Sim
41402253000179,Sim,Não
41421501000129,Sim,Não
41422927000105,Não informado,Não informado
41431332000108,Sim,Sim
41495781000110,Sim,Não
41508042000115,Sim,Não
41515596000140,Sim,Não
41536776000108,Sim,Sim
41571193000118,Sim,Não
41631046000196,Sim,Não
41633369000119,Sim,Sim
41633591000111,Sim,Sim
41653963000171,Sim,Sim
41677580000133,Sim,Sim
41709027000135,Sim,Sim
41753787000140,Não informado,Não informado
41762925000238,Não informado,Não informado
41782445000158,Sim,Sim
41793797000109,Sim,Sim
41847850000107,Sim,Sim
41861769000181,Sim,Sim
41865799000166,Sim,Sim
41893654000179,Não informado,Não informado
41904092000111,Não informado,Não informado
41904643000147,Sim,Sim
41909005000119,Sim,Sim
41914920000100,Sim,Não
41942266000130,Sim,Sim
41988880000133,Sim,Sim
42000739000143,Sim,Sim
42019867000139,Sim,Não
42030887000100,Não informado,Não informado
42036303000104,Sim,Sim
42039419000105,Sim,Sim
42039585000101,Sim,Sim
42056419000105,Sim,Não
42069780000176,Sim,Sim
42090697000189,Sim,Sim
42092309000107,Sim,Não
42108330000145,Sim,Sim
42111339000105,Sim,Sim
42118370000178,Sim,Sim
42132259000136,Sim,Sim
42133212000197,Sim,Sim
42156143000137,Sim,Sim
42191283000146,Sim,Sim
42207781000130,Sim,Sim
42208134000142,Sim,Sim
42260524000161,Sim,Sim
42334803000122,Sim,Sim
42343456000102,Sim,Sim
42346529000101,Sim,Sim
42370207000106,Sim,Sim
42376382000100,Sim,Sim
42423780000122,Não,Não
42427514000178,Sim,Não
42444722000185,Sim,Sim
42474526000153,Sim,Sim
42474921000136,Sim,Sim
42549588000187,Sim,Sim
42593946000159,Sim,Sim
42613433000162,Sim,Sim
42637483000180,Sim,Sim
42646314000106,Sim,Não
42660562000101,Sim,Não
42709472000168,Sim,Sim
42736982000124,Sim,Sim
42741805000136,Sim,Sim
42756939000120,Sim,Sim
42787512000190,Sim,Não
42796723000199,Sim,Sim
42803291000104,Sim,Sim
42839108000112,Sim,Sim
42841935000140,Sim,Não
42849884000101,Sim,Sim
42886599000152,Sim,Não
42934350000175,Não informado,Não informado
42989465000167,Sim,Sim
43032431000142,Sim,Sim
43038309000183,Não informado,Não informado
43041066000132,Sim,Sim
43042750000139,Sim,Sim
43087339000180,Sim,Sim
43134833000158,Sim,Sim
43187418000162,Não,Não
43230560000145,Sim,Não
43231129000113,Sim,Não
43241513000105,Sim,Sim
43250429000140,Sim,Sim
43296260000169,Sim,Não
43359478000115,Sim,Sim
43366801000188,Sim,Sim
43386638000115,Sim,Não
43403739000157,Sim,Sim
43457151000186,Sim,Não
43485314000134,Sim,Sim
43510582000169,Sim,Sim
43535018000109,Sim,Sim
43572168000184,Sim,Sim
43599911000190,Sim,Não
43691463000150,Sim,Sim
43716064000104,Sim,Não
43719556000145,Sim,Sim
43719966000196,Sim,Sim
43728754000175,Sim,Sim
43731494000197,Sim,Não
43761233000110,Sim,Sim
43790075000126,Sim,Sim
43864037000170,Sim,Sim
43866337000199,Sim,Sim
43869035000174,Sim,Sim
43904445000109,Sim,Sim
43916661000174,Sim,Sim
43955925000107,Sim,Sim
43972084000138,Sim,Sim
43975037000148,Sim,Sim
43994427000165,Sim,Sim
44044342000189,Sim,Sim
44048644000125,Sim,Sim
44068186000196,Sim,Sim
44080278000191,Sim,Sim
44095787000198,Sim,Sim
44144636000182,Sim,Sim
44163767000107,Sim,Sim
44228004000105,Não informado,Não informado
44230244000136,Sim,Sim
44230975000181,Sim,Sim
44235119000119,Sim,Sim
44256174000195,Não informado,Não informado
44275932000112,Sim,Sim
44286048000183,Sim,Sim
44311912000150,Sim,Sim
44322768000157,Sim,Sim
44339343000150,Sim,Sim
44364849000110,Sim,Sim
44377446000105,Sim,Sim
44416910000125,Sim,Sim
44453288000125,Sim,Sim
44477584000166,Sim,Sim
44478617000192,Sim,Sim
44491222000120,Sim,Sim
44496845000195,Sim,Sim
44500459000120,Sim,Sim
44503793000137,Sim,Sim
44514058000129,Sim,Sim
44576183000163,Sim,Sim
44578523000195,Sim,Sim
44622904000124,Sim,Não
44630610000144,Sim,Sim
44645637000100,Sim,Não
44648008000134,Sim,Sim
44654953000149,Sim,Sim
44660757000187,Não informado,Não informado
44726960000109,Sim,Sim
44770034000130,Sim,Sim
44774526000102,Não informado,Não informado
44776038000126,Sim,Sim
44784942000183,Sim,Não
44845367000181,Sim,Não
44881604000160,Sim,Sim
44885342000101,Sim,Sim
44926750000164,Sim,Sim
44969410000110,Sim,Sim
45022333000150,Sim,Não
45024535000130,Sim,Sim
45024750000131,Sim,Sim
45036050000167,Não,Não
45045039000163,Sim,Sim
45067804000146,Sim,Sim
45084729000121,Sim,Sim
45120950000198,Sim,Sim
45163356000184,Sim,Sim
45176217000195,Sim,Sim
45272144000135,Sim,Não
45277002000160,Sim,Sim
45308660000172,Sim,Sim
45311997000139,Sim,Sim
45338980000175,Sim,Sim
45376295000133,Sim,Não
45414833000137,Sim,Não
45419765000107,Não informado,Não informado
45450162000160,Sim,Sim
45468092000177,Sim,Sim
45472363000168,Sim,Sim
45516034000171,Sim,Sim
45519075000111,Sim,Sim
45527434000182,Sim,Sim
45529124000105,Sim,Não
45538052000154,Sim,Sim
45553778000166,Sim,Sim
45583901000191,Sim,Sim
45604822000110,Sim,Sim
45612665000194,Sim,Sim
45690668000146,Não informado,Não informado
45700915000148,Sim,Não
45764952000110,Sim,Sim
45821481000134,Sim,Sim
45829031000198,Sim,Não
45856504000146,Sim,Sim
45885086000115,Sim,Sim
45891798000147,Sim,Sim
45933095000134,Sim,Sim
45976480000169,Sim,Sim
45988986000198,Sim,Não
45992724001179,Não,Não
46012691000144,Sim,Sim
46017529000119,Sim,Não
46027063000132,Sim,Sim
46027594000125,Sim,Sim
46043383000186,Sim,Sim
46067912000181,Sim,Sim
46075940000140,Sim,Sim
46085214000109,Sim,Sim
46196058000153,Sim,Sim
46280295000106,Sim,Sim
46313543000160,Sim,Sim
46315896000107,Sim,Sim
46362940000121,Sim,Sim
46384941000177,Sim,Não
46390275000180,Sim,Sim
46414675000188,Sim,Sim
46451095000160,Sim,Sim
46451885000146,Sim,Não
46462658000116,Sim,Sim
46484784000171,Sim,Sim
46551465000131,Sim,Sim
46579584000100,Sim,Sim
46623337000156,Sim,Sim
46689450000134,Sim,Sim
46695424000119,Não informado,Não informado
46710847000160,Sim,Sim
46712946000181,Sim,Sim
46731817000130,Sim,Sim
46746766000110,Sim,Sim
46790258000130,Sim,Não
46796269000127,Sim,Sim
