cd_processo,codigo_cnj
2cf692d972147057e16fd5dc4e1763b1,1156
d2407076c6f00b3165accf44bac58504,899
be209d4064b948ba1beafdb9a65bf4b4,7617
ff32e82c4f5e2b81eb1f41a9452431e2,1156
14dbcf6724adf0317e713fc7c1ef0df6,7619
2e384e55f77aeaff8cc3a7dead8272a8,7617
b43cb28a59907f23a4001ad43cc6c4fb,1156
98154ba312d42883c7fbc7f7bb2703b6,7617
6bba977296539678cfc06eeac4857657,899
fa41e60a65b06446891fed05592c1de9,899
2a32fae6bbd8a8b88e32caabf5fabb96,899
548a37219f7aa1ece5b0dc4deff8728a,899
f63c4cb178054a3f37024025b6ed1d2f,899
973307c5bfbef58e4f32f202673c51a3,7617
8810d5e1a4058c951e784a20ddcc90ef,7617
b2f5f3824fc81bd3e4c16f8baad2204a,9596
a4a20548f4a1091d6df59903156587a0,7617
fbb8fb1bbaacf0354c244114c2ef1136,899
9254b51b642c5995b4a106190d0e6c52,899
638149de6c395c167a200ccf157c4bf3,12480
86e928ef709d744c729e01e5e27a15e2,899
2146eaa5002f89845db4f66c4fdf8c8c,899
6001cfcbcb889d410612867f7f03caa7,1156
d2d63494adeeab62d9cb03e929d9c580,899
04a125a151c793a244c39c01d9d1da52,899
a9fa18ddcf436dbe221218672f3b99cf,7617
025fd7e3b562c333f62d44e3ad25ff08,7617
d106c2bdfff2f37a281e4695433b4fec,899
0980e010810252d056c7e3074937ccd4,12480
6795c8247cdfcbf0ee7be1604e7c9d22,7617
ad5c8ca9924a7abaa01c63b50a15cfd2,7617
3b38fd60b02149bb56dea165a2d79bae,9596
8c29457deba5271f2c75262615c01191,899
d655d00c0fce6ca9f0acf728ed8c4338,9596
dbbae6c8e05a978fdfe134480bd4b464,9596
9773d9f42f1ecc3adee28f1afdbc0f10,7617
f58efdb2294aba3e656157da99774b30,899
40a4576915826d4a0eadb480fc7e903f,899
efbe25c3b027c7b9273ca46c75335791,899
7d1189358c8e257c668d3d218794c7f8,1156
711ad551cf0c368d3d5ea6bfa3107617,899
ac32b1fe180f986684128f4deb5df8f2,899
d9114f820428b76f947146b9ce87611c,899
9d4af67914870d607e8fd7a183e0dae3,7617
9445ba8f047cf525bcd059f5d20bd3fd,1156
0b17c98cc1cdeda258f06f0f65ab4207,7617
47d4153739926d9092cb485d3e88315a,7617
3eacf874f8cebecdbda2cea1d86aa4e5,899
ff17c6f0438a9284f7ae37792b88b574,899
8fda053e65c589733daab312c6cdbeb8,899
edd342a6d3f318d31adcae06299229d7,7619
afdd253d01bd829a07c0df97d631a2d1,899
222da078e8f1d5fa01b4874d5dcb52dd,1156
0f94c4bffded066ed5112ac8f91cba41,899
a5b3cbae9aa0b5dec69a8d5e6dd687b9,9985
ee37675ef75e216fc0ed00083584c6e3,14
67c7544fbbe3835cdccb3073a1fc9619,1156
470e77ab934814548675fc3656368ede,899
44f1922fa6cbd9d30e8cd8c810684388,899
fa31c5374cf5f80866265bd0dab63d6f,899
d63b1822f1058d9d3ed34ddf4e125151,899
cb12cf4e459a1c70b9559af8996b60a4,899
92d45a9cd5c522e997df03c55c8dc586,7617
08ccab9439a31cb265eae65b923ac853,899
3b2942411b661636ddad94c233d43323,12480
0f8c5d5ba70becfb4d29401b8d459059,14
37ab6241ff71a5fddea493a6f420ef78,7617
2c77745b0165f6a81fdd3841a2a05c01,899
15b445692f1d00da9661896a54cbde24,12480
17242644eab661f9c8d4b0edd1c5a5e0,12480
e122a5aaeb9f08dd37b529b1871a968f,7617
ce4fcca17974c5926a06b2aa1983b9b6,899
7e1cd4b38ecdedcd394f419ca514e192,899
b6ed88a9a86fcf7f03e45d690c262601,899
a56f013d8f3469c06588113b06dac488,7617
112004f3bf37b54a706c72097cab370c,899
43849a4ad3bbab9050dc8f2322b8a7c2,7617
7617cf4e140cd79c332c2354bc3f5be1,899
6dc32426eedcffb5dda1243a9a7b0fb8,899
8f912bce2a1be72ebcc94e7247efa099,899
c068111d54393f736b4d1785741480d8,899
38f525ac1295c69d01ebb5e3fb2a90d1,7619
2ce679e7f2dbd5c8f665e7dc343eb8e3,1156
f31c2e11ebfc65e0dd6e7c6e4e1af9b2,899
a1efcc49cddfb017794baa262ddd192b,899
1cfd849891f2ddefab5845848f147bdb,899
ca0061db7c3467235ff81155400a3150,899
4bd5574f6b762d723205fd76ec533f37,899
ed66b55c5797ab9bd7de866d86caa759,899
5a5985de417024f56c08718a9b5d5efc,899
f8beffd0517f652bf6318a3e9749731f,899
428a5084ffa1fe85717db5a4705671e3,7617
cbe3e940b8498bbbc24f8cc62a16ba2b,899
504a2f405c2f6a51ff8f0c42624730ac,899
dab18b05bf910e9953e01ee91d98eb32,7617
e705565f76318e328ce670f00281dee8,899
78ee59181f338796e73ce156324a6f56,899
47af84a8a00948a0c65e914f94cfbff5,899
547db0cc3171ff967141bb4de6d532b2,899
897e7e8f4c3028a08b27ce3349042fbe,899
66b7c8d09b587c46b969110fd7d32344,899
0cc3c91757c08161cdddd7d062bc4f11,899
04e66ce2c38701c170461db962694951,7617
b310e0386c0bf09cbad3f37f5593a5aa,6226
63e7b2e350426bb463a84fdd9db4f484,7617
4d84c97ca994a3dac883e20310de87dc,7617
a78a7373926fc918404abac8f556f560,1156
ed2e84582d68bff3f34f81908cc4e748,899
da3623031e7ba24ed3a39ac0a12734b5,899
cfcf55115d6ce3c935314e71b09ac764,1156
5bb297d0262842ae9dacce1ba7c39284,14
f38a03fffcddb416f0aa7a3d43ddfa8d,0
382a1bdf80cf34f3a281ac821b31682b,0
8725baf588dfe172158029a082a1af71,0
c8364c1abe43df5e9a2efe85f849a3db,0
7e5070e742d24f35e6f0fa391a113061,0
0bb20146e5f2718001dda33fedd203d1,0
7c35efac007a902e74017d7b6c614ad3,0
c6fbc950b168bf3e1fe2fc18d8d0c6f2,0
f6b9f77a8ff7226bfcff7921e9940f50,4830
326331f2d545957811803dc694702134,899
6393fb8b85a79ab935f3a06742f84bc5,7772
31598e28f8aa5a60b134a8402025c943,7772
e84bd23aee0edc5b1bb50e796d0d2250,6007
35f1c56d907b14730cc5295195959b73,11864
69a1950690b2e02b6044b4fb49656743,864
82c45c4beb737a2c8c22015fa40a1251,864
990faea5b9745aef8fb02a1fc322143d,10592
9af3cc5071b20b334667f8966865c6d3,864
8f0476228c1425d6c32551feda7de1cb,7681
697ef85cc7c3ec8f4c11a27d8fc1337d,7617
a12750484c00aeeeb0f58696ab3e7e88,899
fca0a2c3ce4f693cf8f1569b07344cba,7617
fcfdfa8603ac3f2459958eb662013853,7617
e2abe45774fed2f6ee3a8e031f3ac04c,7617
f02020efb2fd1162b692c66b7c406fd1,7617
8b4ade241445807842b1cb605995d181,7627
9c62b10ec73ba8b02411685d31374a22,7617
6ddfc4a004ef338a5d4749c470247a9c,7626
b421eca6e17a8dbb7a09dda1d07e3d39,7681
b0ebe887870cf1dee9fb8d740ee0b63b,7617
34139e508e00969eacac8944ddd8c0a2,7617
3985eee4211aa66a8be9ca03d30f92a1,7617
84e099ae4c9963838af99bccb2fc213e,7617
2b7e3c12d351916544f9ab5dfb9a6682,10671
061cccc40e2638e114b4d516de5879a8,7617
1bdf1e23cc25a5d097178515633bbe15,7681
322265b70e1b17cebfaaa5c697a3411b,10671
5c05d3b8f9755a71ff85f7bf82b69d0b,7617
a0ba506ab0a2f9bdd6fef27b821efcd3,7626
51239622b680423d6a23cdacdda7566f,7617
dd23681ebb082bd1392b0c7fdbaf0400,10598
25f94b2476003df5f699c72c39f9c5d1,11864
fa22236f502c12d40ae12679d08c64d8,7617
e94155d97ae1612d4e2c0a4ba91d6221,864
a141200ca2ecaf314548cb2a6d200c9c,9596
31d118cfc6364067a070c3dc685c57c4,10655
423bbf71d818059a6bd0a67fd9a0b01f,7626
dee349f4a07fbdc1624742cc72781460,6226
c46131d709971b07d8c7f527eb7cde19,9148
5ca0d991552e9e748896b4a193e183dc,11811
3cf85c38c63656aa48bad848ce57bbb8,11865
1989a60d1a7ea81fde3131d79e5cdf22,10598
30c1b74605504cb86fda6a8533dc1a37,6226
dafe410bbebbcf4ba0cb83881b2757e0,9518
27018bbc32747d1c5e2f3537afd51c95,864
4a9a52646a9dc893933c5eb4c136cfde,7617
9b926a57509f58eddcfacdcc86465220,0
b103cbb2b1ecdb064550147f4c6a4e11,1156
6b068b40aa5093b9434b6ada1ddad3c8,0
bcb62a7eacd9dc800304b0588befcb5e,0
eacd92f265a681d710ffe85f33241f45,0
3d2e4c65eb249852b040b0d0a26615cb,9196
d94e81f585b4096ec0a5f447a6edd48c,864
2e6f03c553baea38698e4da58b432a61,864
b363f51b67c073152887694d5c4e542a,7770
204fff99c315b3a9aade994a0bd1879d,864
b3357c97b100e06c0364de943285b11b,864
c0f894821e91dede122b6e8415b32f1b,7617
53c2b3082a1b6f11d5e3261de947440f,7617
eeb0fbdaa44e1a67d6cbcb1ac697e62f,864
ab9dd28c15278b1d85991cb32e2cf9d8,7617
3449909a21bfdcd6a44a0270892c1e0f,864
e37e68927ac7bb680ea84de38033ceaa,7617
e3a7d41e1a3f5dbc334374c3b73eafb7,7617
6ffac84431cfccfc3cf7dcccdbecf77a,10548
bfd03a922d26c975fcb9bff0ba5abc3d,4703
d0b50b713e666198044e680bd3b97183,1156
80b22c2ef54ed442411a579dac3cff0d,4703
292e1e3a7495fc3b6050b77ed143ad17,10671
b85a937379524d4105709450d467658f,864
2896055b2049c472be938ccca217edde,7617
592154fb59b3a138fb00467489264256,6220
840e18334f7a0f256423666b8e8cfa40,7617
711aa9323423ad4b185f36e502dfbea2,10592
ea1ae131f9379d7ab918fc282f920061,864
cf7bd6adb522cc159961b3b4b8fbb6d0,0
6f293ba193482ce9ca1f90efe493fe52,864
3dec3d01a928a9a55f413eaac532148f,6226
9a9e8c34c6f90b97b0419670b91e573c,7772
1945d0a1499bef8505396b464a5966b0,10671
0274e606cd762e78a3bde2519f7cc2a7,864
b9acc31c5206591b13581b5852edc88b,5280
84252904b902b8d37f7756637eebb0b3,7698
c23d63d18c960cbdeb00f89f3e6de814,9607
504e875b3f7fa4147ebc01012b418f30,6226
c313c6e6127ac607059d07a4c7997f23,9607
ec2cc4ac46568acd6afa396d08544b92,10671
e05f33db3c07f4d9ff48fed5e55c7b9c,7770
d0c5e13d6297efe5e03de800ed3a7382,7698
98a9c4055bf4a22ef83871f849170660,5280
2e0a7169eb5b1708bf2427966eaf1e9e,7781
05db0414c38c0fcd3cea4bf9db737acf,7626
baf728798c489203f5106f478d96a90d,5280
83e12c3f62761c74f1ff2d80b5e36abe,5280
a46e2b35a3758431a249eba48634bbdc,7770
8c723d7e43f44d670bc0d91836d5bf53,899
761d1e9bcb5044d79059d9921a5c2a76,6007
d41df651b0465db5c9576ad86d6f2996,864
d02ee45ae33c21d8078909ad0779b427,864
6c16da2fccb8c7f19c4078807f177b55,7768
591ad923ea369a688491b697934a25bf,6226
69150045ab76e4ee6e0cc760b619b152,7771
678700d02ce2a672ff32cceedb80456c,10592
816ea945cab8a195bb9b9b47e3e17cd4,5280
96ba867a65702e97211c99fbb954a977,10598
84f126743690848fded8e1b147606015,1156
5da3f61251638c83d8bd009665b7c54c,10592
308c8850664f1a498eb2f54863f662ad,11806
b2e7c2f2ea62e04c0d5a9786267bfcfa,11806
1b73924d1a1c47fd0f4c00e4be4877fe,864
5c7fc8a13a57345eb78ae664453daa13,864
505ba7918bfdc3c1567989ac9a58880a,6226
a5a54c4a762624e24f71da2b3a4f17bf,7617
08d3bf242731bb378d3870e55b8cb9af,899
78ffdb2cab14d6edb77fae7159175b28,9985
bfeec4357be88b377c0490636463743f,7617
3a67a8d4ee3748e165463e14069f6bbb,1156
17151350fa4ff47f7556caa6e34aae17,5010
9be3a62f25cb9a7bb3b13cea42bb3e7b,864
256535fbcbb2d95e314686219efd1fe6,6226
554d4391bf521468d5c5b01633330253,9580
a95252be4d0c3f037ff2a22853b1aa0e,0
16488d54fa9e8a7f6d470fbaba42b29e,11811
371c4b96ecfbe9797146c2868966c83b,6226
80b8ffe275bdba30c889c4c65ead1c00,8843
34f763e65338b58fca7adeb9162d3fa9,7768
a7d48a8f1e27e60ca7c5296c127ae224,864
a2df7d3a7ff0fb25dc491d5e1a827975,9517
2099349f37267cc7b8714fb5c25c362d,864
1a9c3afa794329769190385d4920d2ee,9617
b261f6bc71d3687e1bce674e5797adfc,7698
49e3f9ba26457bf75babe41f8ae34253,9148
6ffb6caccc7b69a3004746a5c4f10403,7617
42e5942059b6da194fe18e06c847e696,1156
61eab201da25cdbfd83c917afddfd077,864
cdd67797d4484d038eebc4e17732f48f,6226
2c6608cd65dc8088754d7bc7b296f076,6226
e8276521eaf2e65f838fba209e696751,864
66b6cb3e6f16eada055449d89caf1321,4951
f0486d29914d393c599410ce1ff0997e,6226
d8094cf58405e7b58efdb7b58e46a6bb,9607
359b917cbe52e966d541b4cb480c741f,10671
847e93f4821d264c8d6065599e16e35b,10671
8ee8f38698f680bd03a746c972343a8a,10671
819e6b1c07b201b511f8f0bc1d09fb80,7770
da439d7192760489d479c4b1ea223ae0,7770
fb89daca67b7c51a061e57145d7c6281,899
ba4e3383eb280bf6d2a69c8123b1d5f1,7698
0521ce8ac24de8672326d7c3c4055061,6226
ba86b63b0b784229aab4e6cfbe4c4cc1,9163
2d39d6d6a3872b66f52a5f3a8a04be1a,7698
8a1469be604815f70d7dd301227d0a19,7698
aea9b073d7de4dbd6614f58a84a42a12,6226
840140aa7e1d946165da5b1a079e7400,7770
30ed3792bdcf4325babc439edad68eb6,6226
71fc63f00d5686e48d089519371f18a1,10671
c0060d444bda49fe227cd4b2379a84a6,6226
afebde4a3662d818cae2f81330101c3c,10671
0f0ceccbcdb0e2f3408c49fd77ba2b83,10671
ef8a423ada0a4ac44a4841b47d592afc,6226
33ab04b13ec5434018a83b3b0d280519,4951
7c37ede7b4fd95f57cf2d3253c52c198,7772
5d8259c7ba22fb2a895f95752b5ab841,6226
075058358b04e9f79240594c4f2a4390,6226
48bad2a152359653f3e37ff718b03b73,7698
e6201341dfce271d66c775d0e5d5a09f,9196
4ccfd5beb16ab651ff779d6068242e3e,7714
c991280a875ed42446298e10d424ca63,7698
f8ee510fd28bfc9be211c050a8419252,9596
33afecf49a5298127cd8e17b0d742f86,6004
cfa5fa6c4cd5f572220ed1391fcc1e2c,6226
349902fda1f7af4c43a398be3f203167,7698
b1639867a3c5f74bdd95dd10d5e4947a,12486
22e8ed23461b3877fc169fec93db8691,10671
255fae8f30baf1007d9f48f2d806c20b,4703
321ca79e9cc455bf4f0447868736f879,10671
100e8aa19984c29f7eb890083d5e55a3,7698
9f04e3399fad3b8d1ad6ec4b09bc2e77,10671
a80f3a193146a010154e01446a776767,4703
f3a3f95b599b295fc957b15070e54826,6226
ce67d6d444f96a85bca984fed47bc0a5,4951
b6e847c3e297a6ef8c26f2204d082ba7,0
e2311f38721d3d0c8d5ced86d9f0fd23,7698
c0c36e8784f9dacf7ea08ef62d66099e,4718
ee52a1949e635f93d77943ae61a56bb0,6226
de52692e40c5eff3ed907dee59892d56,9596
f96e45bfd584f54cda545ed35ac37887,6226
71c4a80cf7b12858cff9ea70a67949c4,6226
ba1bd9f8115e7e96af9892a733ed80fc,7698
a88712229af00912333500fff311178e,6226
c6478e0576cfce0a882e71377b9fbb94,864
e98e872d29fc328b8682ddda4d78b05a,864
fbd134e050bb8d4d414b9d3d000c30de,10671
2db4a07a8c30e4a9e2cdabeab2d54559,864
c4b7a1337107e6e9e5797b16a7e33083,864
7074897f1210cac93269a3e0be9ca42a,864
a4d1fc1e270551e1e2582cb5a912885c,864
c2bfc76da2a3c33aeb94f88d52a46f11,864
b60852ce5a93c7083ec8b70e98d6d180,864
ac9804727c9875e469eeb020878795d1,864
62a13fd09b5e9e8ca0e21eee6258c85d,864
12f3426380360ee0fe29b013d13780d2,864
7b8d5ae227ef284c331dd471ec894b8f,864
06c3f35d7b350191e54525d9d978a968,864
995a1e2a8d940709012ff14d15c3dc97,6226
e4a27fd9fc32ec033af906817bb7791e,864
e6e99c11295ca781bb78ef7730724fd2,864
3f957e625b152f36290cf2ee108b8850,6226
c2d61b188017af489bd9a03c5650e03e,864
cff26de9dd01bbfa76ca802b20617c56,864
0be83a2018ebd43d26ee7318caec72bb,864
05757bee9becaa76bc9756f40b919716,864
0bd59a177eddd4f5ee754ec95d802cdd,864
182d4761176a67c980affdcbb75bc466,864
12aeaeb560cad60226941167a200b300,864
e337a8bb9ee4c4b699bc2d094e81d7ec,864
9f2c1b0e4afc9466dcd8ab761ccfc60a,864
c1580cb802f635dfb5acc4612588bd9f,864
11f9438210abd0a3c59b3840633c8c5e,864
ba3caf74ec1335688768185c5b7cbe58,864
57f8caa9bfa73da6a55608c4e760976d,864
4bf60efa1df8e7a0158141af5bbcbdf2,864
7bf374ddf4a48c34ba9ffac2fb0dde26,864
7ab830014e2623a62eed53f6e1ee2c01,4703
29700cea2953d55151cf53ad94511455,864
e1c1abb44a672677d65f5b34a366db09,864
f3d7eb9cb98bb887f01b859f4cabb744,864
2d89e0e7852a939f3271f86925408bf7,10671
f844a52e51f7bc4978bd03411831a8e1,864
ed230e6082702a588781f3ef104f7e8f,864
4ba0436306520bb3fdf3eb88a252a0a8,864
61d4bed09c021afe8cb52de395de6c0c,864
10e62edcc5dee5a4d65b017b2e0a7172,864
782008702afdab9c61bb3844dd3e7c8b,864
6709e3122d2fd6253a4039c57387db1c,864
e31a871a2f6be0aa733c41b9152dd616,864
18bfd8daf9ef74b1cc4231acbeef9cb7,864
6acb80575620af06c95d3465b290326f,864
c39168a070b230d2c7bab3525c96faac,10666
13140b77b25ce5ff5a81f9f49bc94588,864
8f17b73c0280712be3925ecd723c613a,864
d4631965f69ddd79dbe28f8771612ac2,864
bb03f0ab4a494dfca6d7a6cd86813960,864
e9f37ffdff886bdbeaf0adfa864ab3b0,864
b3787b08b5c7b1e4cfc5c24e59702ef7,864
10445431599297bc6cab54675ddafdca,864
1557d17ca9c0213a0c1f2738c49ac72f,864
8a0e9e5fe0ca14def7548b1c890ce3d7,864
c326761b59f7a8614de7faaa677cf777,6026
fb464e9ffa67c4903d82c3d5e0cffea2,864
aa75dd78f368f88cad0f9257e7e61b6a,864
37b1ff8c5812367dd93883ca533fa13e,864
c7a311381c1f0415d357b64a7091ea90,864
2989b9429a493e78105ac661176c073b,864
7557155a322a713a5065e3528950c180,864
a0e9998fb9741a626827eed47f11e8de,864
b11b7e5546c64fd5e9833b80fdba2033,864
99a8599b15661126455f263b235953bb,864
ce497e81b105535c2d3a69d0232a6fe4,864
c87097699d1db516681fbf8b2c503f5d,10671
7c2da931af97a8dab2f8c7cb6007ed8e,864
fba40c380cd783f25405736d8133f0ed,864
3affec142ffdbe6e0f3a911834f0a52d,864
950aef334a51db59e00d7c43caefc084,864
1b3bd47349da02cefeabcf1ceb9f6406,864
bc964aaafbfca446574a26d1566b4aef,864
861b9e770b8a5fc8d5f3ea14625d7751,864
20a898f297fcc680c6911f65cb1d8dfc,864
357e35eb3475698aeb26b4e8c7e52bc9,864
124d2a042c18b854700a2e4703c22e4a,864
fd907030810d24a762b12d3de911dda6,864
6f7e01ca0293b5014624f59c4d0b9204,864
4d404048f2b2a2d4c40920707b835708,864
4a507776cd443c550d01fc8ef09f04e5,864
8edddb24be4985bd4e8ac3c0a02b12d9,864
047f317e6b2f8dea59d4dbca8509cdad,864
c3bb9c53386987c86a25346f7bce5303,864
17932026d461a3bf806d24340f476e98,864
22f695c09df34856cff6797419cbad77,864
6393cfe6b292336ab821e3c4ebdb970c,864
fd4946346fdfce8147bf619d84c12103,864
771aa81cc6873b1114edaa857b133e37,864
f9f82d49e55f92d060e872ef1856295e,864
959e1d9111784805a2ab175899bcf9af,864
d6eeeaf81b93c3bd233cdde32890c14c,864
b32f45ed52047b491fc86f16c7a9a185,864
f6d5022526aa7227ec48da9ae49d2e51,864
aa166fd08de84f9515bf80c8344b750c,864
eb1bfebd8acdfe7082e05b2de67e7535,6026
a84add17e2d593ac922365cef33ae0ff,6226
6d7ea3547f09784bc59fa94771141f43,864
