cnpj,saude_tributaria
27958855000186,CINZA
27977745000161,CINZA
27985156000125,CINZA
27991305000169,CINZA
28007344000141,CINZA
28017031000174,CINZA
28026087000195,CINZA
28051658000141,CINZA
28060620000135,VERDE
28125074000173,CINZA
28217432000178,CINZA
28330451000106,CINZA
28335884000154,CINZA
28356240000142,CINZA
28397034000180,CINZA
28398607000190,CINZA
28429635000128,CINZA
28468509000182,CINZA
28493413000174,CINZA
28497665000171,CINZA
28533454000147,CINZA
28560318000146,CINZA
28574483000157,CINZA
28599758000107,CINZA
28603385000109,CINZA
28756366000104,CINZA
28914725000104,CINZA
28916193000144,CINZA
28927321000155,CINZA
28953481000179,CINZA
28967559000104,CINZA
28991974000101,CINZA
29041515000111,CINZA
29052827000120,CINZA
29108007000103,CINZA
29137488000185,CINZA
29199581000114,CINZA
29230653000149,CINZA
29243312000108,CINZA
29278052000106,CINZA
29334355000107,CINZA
29343652000100,CINZA
29361462000116,CINZA
29373293000134,CINZA
29387850000176,CINZA
29405808000130,CINZA
29426824000100,CINZA
29469150000120,CINZA
29487069000173,CINZA
29524803000127,CINZA
29558602000140,CINZA
29604286000104,CINZA
29628886000102,CINZA
29666207000181,CINZA
29678253000109,CINZA
29679603000143,CINZA
29702872000183,CINZA
29802677000125,CINZA
29809115000103,CINZA
29810441000130,CINZA
29838330000132,CINZA
29861042000107,CINZA
29877722000100,CINZA
30071487000164,CINZA
30089209000134,CINZA
30112798000124,CINZA
30155860000165,CINZA
30196783000191,CINZA
30213493000109,CINZA
30249576000158,CINZA
30253498000165,CINZA
30265351000195,CINZA
30287829000188,CINZA
30294964000150,CINZA
30325282000168,CINZA
30329991000111,CINZA
30480306000153,CINZA
30496675000134,CINZA
30527770000158,CINZA
30540991000166,VERDE
30558239000142,CINZA
30573973000180,CINZA
30622066000184,CINZA
30633948000145,CINZA
30651247000139,CINZA
30725916000170,CINZA
30750692000156,CINZA
30755529000186,CINZA
30757856000177,CINZA
30759102000156,CINZA
30810553000170,VERMELHO
30885312000190,CINZA
30927054000168,CINZA
30949479000178,CINZA
30957731000190,CINZA
30959432000195,CINZA
31005631000127,CINZA
31011839000159,CINZA
31040433000102,CINZA
31093780000195,CINZA
31115516000105,CINZA
31121657000130,CINZA
31125374000167,CINZA
31155841000100,CINZA
31196376000147,CINZA
31201416000100,CINZA
31250220000105,CINZA
31291623000194,CINZA
31317249000159,CINZA
31332477000106,CINZA
31352047000148,CINZA
31358604000138,CINZA
31398391000178,CINZA
31408616000120,CINZA
31465232000149,CINZA
31536952000158,CINZA
31551379000151,CINZA
31553627000101,CINZA
31572944000167,CINZA
31591272000137,CINZA
31634472000120,CINZA
31687346000133,VERDE
31693290000120,CINZA
31765304000173,CINZA
31865177000184,CINZA
31885364000120,CINZA
31896994000108,CINZA
31901421000117,CINZA
31942564000177,CINZA
31960441000169,CINZA
31981530000191,CINZA
32102721000107,CINZA
32124684000120,CINZA
32174457000109,CINZA
32297818000104,CINZA
32327586000190,CINZA
32337184000176,CINZA
32382777000154,CINZA
32401074000126,CINZA
32407933000194,CINZA
32414337000131,CINZA
32418730000101,CINZA
32419942000103,CINZA
32422027000169,CINZA
32448723000144,CINZA
32486360000131,CINZA
32496368000189,CINZA
32496384000171,CINZA
32498196000182,CINZA
32507557000100,CINZA
32525979000108,CINZA
32572662000122,CINZA
32622097000160,CINZA
32631168000191,CINZA
32635508000152,CINZA
32662778000152,CINZA
32663187000108,CINZA
32684991000165,CINZA
32707750000194,CINZA
32709710000181,CINZA
32715397000194,CINZA
32725746000159,CINZA
32770972000151,CINZA
32789338000160,CINZA
32803787000116,CINZA
32812450000175,CINZA
32813301000120,CINZA
32833439000191,CINZA
32834423000101,CINZA
32858436000102,CINZA
32863989000153,CINZA
32903013000167,CINZA
32904991000123,CINZA
32926082000196,CINZA
32941345000136,CINZA
33016484000116,CINZA
33050071000158,VERDE
33058331000131,CINZA
33084738000133,CINZA
33098902000161,CINZA
33111246000190,CINZA
33112409000159,CINZA
33113585000105,CINZA
33134481000187,CINZA
33143635000105,CINZA
33148351000101,CINZA
33149950000131,CINZA
33151793000107,CINZA
33221668000118,CINZA
33261964000142,CINZA
33277403000131,CINZA
33294786000156,VERMELHO
33387979000151,CINZA
33391044000149,CINZA
33409745000168,CINZA
33449239000100,CINZA
33455914000104,CINZA
33524388000189,CINZA
33527878000139,CINZA
33543821000123,CINZA
33593017000159,CINZA
33691796000125,CINZA
33718525000116,CINZA
33731013000190,CINZA
33744969000126,CINZA
33780487000121,VERDE
33802217000174,CINZA
33837562000143,CINZA
33839595000122,CINZA
33875786000140,CINZA
33886940000189,CINZA
33901144000178,CINZA
33909336000120,CINZA
33939409000127,CINZA
34001247000144,CINZA
34009391000127,CINZA
34059387000173,CINZA
34071680000156,CINZA
34151743000184,CINZA
34171283000156,CINZA
34171607000156,CINZA
34221430000155,CINZA
34240423000109,CINZA
34249561000140,CINZA
34251657000143,CINZA
34337009000104,CINZA
34353928000171,CINZA
34359925000145,CINZA
34377737000140,CINZA
34381950000125,CINZA
34393005000143,CINZA
34465379000127,CINZA
34483962000160,CINZA
34490228000129,CINZA
34493054000158,CINZA
34498564000118,CINZA
34506728000101,CINZA
34510004000131,CINZA
34542097000186,CINZA
34621075000101,CINZA
34630253000160,CINZA
34647119000172,CINZA
34686298000157,CINZA
34701323000124,CINZA
34732937000173,CINZA
34768368000116,CINZA
34782980000143,CINZA
34791282000104,CINZA
34874086000101,CINZA
34883411000194,CINZA
34913341000170,CINZA
34938028000196,CINZA
34953923000180,CINZA
34981960000100,CINZA
34994139000110,CINZA
35032688000176,CINZA
35059900000199,CINZA
35061482000174,CINZA
35081676000131,CINZA
35108459000198,CINZA
35174225000149,CINZA
35178740000105,CINZA
35186715000165,CINZA
35190658000198,CINZA
35228408000108,CINZA
35228457000132,CINZA
35277420000102,CINZA
35291076000106,CINZA
35311058000130,CINZA
35330716000131,CINZA
35341961000144,CINZA
35354294000134,CINZA
35397578000108,CINZA
35406033000110,CINZA
35460487000170,CINZA
35461579000174,CINZA
35468525000130,CINZA
35532636000169,CINZA
35539112000108,CINZA
35543158000192,CINZA
35586789000199,CINZA
35598458000179,CINZA
35614215000187,CINZA
35647489000172,CINZA
35691547000165,CINZA
35788778000191,CINZA
35808629000147,CINZA
35812961000185,CINZA
35831797000153,CINZA
35842711000198,CINZA
35858567000188,CINZA
35909341000169,CINZA
35918392000157,CINZA
35935276000146,CINZA
35955554000127,CINZA
35982003000152,CINZA
35990417000123,CINZA
35992745000169,CINZA
36028030000153,CINZA
36056501000137,CINZA
36066006000109,CINZA
36067276000134,CINZA
36100371000192,CINZA
36111519000194,CINZA
36141304000116,CINZA
36184058000180,CINZA
36233456000149,CINZA
36278881000154,CINZA
36284416000126,CINZA
36284815000197,CINZA
36314517000100,CINZA
36336134000125,CINZA
36364926000103,CINZA
36371738000102,CINZA
36378059000165,CINZA
36392403000170,CINZA
36392561000120,CINZA
36409983000161,CINZA
36416783000136,CINZA
36452762000176,CINZA
36466540000102,CINZA
36470376000107,CINZA
36477786000180,CINZA
36488335000148,CINZA
36505268000122,CINZA
36522602000156,CINZA
36524525000173,CINZA
36539629000151,CINZA
36541121000198,CINZA
36553902000100,CINZA
36613017000161,CINZA
36626792000151,CINZA
36637336000107,CINZA
36675795000185,CINZA
36676219000152,CINZA
36725068000185,CINZA
36728900000105,CINZA
36826179000188,CINZA
36847745000138,CINZA
36847779000122,CINZA
36851298000190,CINZA
36855612000103,CINZA
36860558000194,CINZA
36882845000103,CINZA
36910143000188,CINZA
36912302000183,CINZA
36926911000191,CINZA
36936624000162,CINZA
36937879000140,CINZA
36955363000128,CINZA
37011509000140,CINZA
37461977000116,CINZA
39389572000140,CINZA
39729215000183,VERMELHO
40360414000146,CINZA
41419391000160,CINZA
41597303000463,VERDE
41644220002260,CINZA
42150391000170,CINZA
42994533000186,VERDE
43208040001299,CINZA
44832368007528,VERDE
45399029000126,CINZA
47309562000185,CINZA
48457642000140,CINZA
49076086000125,CINZA
49263189000102,AMARELA
49441348000103,CINZA
50746577000115,VERMELHO
51805208000119,CINZA
51928174000150,CINZA
53113791000122,AMARELA
56367709000184,CINZA
56493703000153,VERDE
56992423000190,VERMELHO
58604729000157,VERMELHO
60498706000580,CINZA
60730348000166,VERMELHO
60746948037466,CINZA
61079117000105,AMARELA
61088894000108,VERMELHO
61281069000125,VERDE
61532644000115,VERMELHO
62338074000190,CINZA
62647383010376,CINZA
62838354000167,CINZA
62955505196207,CINZA
64925910000168,CINZA
65150914000184,CINZA
66267386000100,CINZA
66970229015946,VERDE
68112663000301,CINZA
68463702000145,AMARELA
68633536000188,VERMELHO
68743772000157,CINZA
69270825000122,CINZA
69617785000142,CINZA
70594254000160,VERDE
72103054000193,CINZA
73381287000110,VERDE
75010116000291,CINZA
76483817000120,VERMELHO
76484013000145,VERMELHO
76535764000143,VERDE
77829521000180,VERDE
78876950000171,CINZA
79270161000317,CINZA
79853503000160,VERMELHO
83799742000156,VERDE
84418987000582,CINZA
84429695000111,CINZA
84683481017738,CINZA
84683671000194,CINZA
86526126000110,CINZA
87965141000127,VERDE
89217939000540,CINZA
89637490000145,VERMELHO
89850341000160,CINZA
89939029000147,VERDE
90059536000175,CINZA
90085572000103,CINZA
90400888000142,AMARELA
90893314000153,CINZA
91333666000117,CINZA
91347922000125,VERDE
92715812000131,VERDE
92754738000162,VERMELHO
92781335000102,VERMELHO
94813102000170,VERDE
97074918000117,AMARELA
97191902000194,CINZA
97553556000228,CINZA
00000000701815,CINZA
00001180000126,VERDE
00085558000117,CINZA
00272185000193,CINZA
00359742000108,CINZA
00624233000165,CINZA
00667115000134,VERMELHO
00743065000127,CINZA
00888336000132,CINZA
00913259000123,CINZA
00938574000105,AMARELA
01004629000172,CINZA
01029093000140,CINZA
01105916000179,CINZA
01211257000155,CINZA
01238761000149,VERDE
01330051000144,CINZA
01434800000698,VERDE
01560143000110,CINZA
01584575000161,VERDE
01694453000128,CINZA
01817351000152,VERMELHO
01823338000106,VERMELHO
01864414000121,CINZA
01896779000138,AMARELA
01955645000140,CINZA
01969792000170,CINZA
02034186000125,CINZA
02061045000100,CINZA
02062747000108,CINZA
02068042000190,CINZA
02119972000125,VERDE
02291201000110,CINZA
02373016000175,CINZA
02412359000100,VERDE
02434981000100,VERMELHO
02454193000186,CINZA
02477302000180,VERDE
02502892000154,CINZA
02561004000174,CINZA
02635522000195,CINZA
02735707000171,CINZA
02762285000123,CINZA
02771211000153,CINZA
02826072000118,VERMELHO
02828742000135,CINZA
02832714000191,CINZA
03024740000156,CINZA
03135587000134,CINZA
03245259000190,VERDE
03273439000186,CINZA
03335863000108,CINZA
03421265000151,CINZA
03555442000192,VERDE
03621681000101,CINZA
03665178000140,CINZA
03728479000175,CINZA
03789010000146,CINZA
03813262000244,CINZA
03814340000144,VERDE
03818227000137,CINZA
03832239010260,VERDE
03965469000153,CINZA
04249103000140,CINZA
04293900000125,CINZA
04301024000646,CINZA
04388652000104,VERMELHO
04476163000104,CINZA
04477557000179,VERDE
04553060000192,VERDE
04560417000160,CINZA
04821041000108,AMARELA
04894835000193,VERDE
04922831000171,VERMELHO
04997713000122,CINZA
05001403000179,CINZA
05115546000101,CINZA
05195064000109,VERDE
05241324000135,CINZA
05245502002816,CINZA
05299923000100,CINZA
05340817000122,VERDE
05393149000100,VERMELHO
05400302000170,VERDE
05420738000121,CINZA
05427021000292,CINZA
05436694000128,CINZA
05490976000103,CINZA
05502108000104,CINZA
05510606000190,CINZA
05620476000149,VERMELHO
05622087000152,VERMELHO
05642504000129,VERDE
05651449000133,CINZA
05691943000121,CINZA
05830407000160,CINZA
05969571000152,CINZA
05976793000100,CINZA
06001620000121,CINZA
06010362000140,CINZA
06061257000130,CINZA
06076396000137,CINZA
06091234000178,CINZA
06167143000330,CINZA
06198637000110,CINZA
06311859000106,CINZA
06333299000425,CINZA
06696950000189,VERDE
06867330000165,CINZA
06871506000152,CINZA
07053848000128,CINZA
07084407000193,CINZA
07136993000172,AMARELA
07144188000190,VERDE
07189980000161,VERMELHO
07210045000210,CINZA
07237373000120,CINZA
07326727000102,CINZA
07353895000197,CINZA
07496583000213,CINZA
07535586000308,CINZA
07548046000199,CINZA
07594978000178,AMARELA
07601630000160,CINZA
07665943000182,VERDE
07711441000140,CINZA
07717369000169,VERDE
07718326000106,CINZA
07799043000128,AMARELA
07816890000153,VERMELHO
07820907000146,CINZA
07825591000185,VERMELHO
07833815000109,CINZA
07882993000464,CINZA
07938292000157,CINZA
07971152000180,CINZA
07988543000612,CINZA
08000191000101,CINZA
08012006000190,VERDE
08014262000117,CINZA
08019524013386,CINZA
08065557000112,VERDE
08091816000180,CINZA
08114593000129,CINZA
08114960001328,CINZA
08186928000114,CINZA
08192227000198,CINZA
08250646000139,CINZA
08294224000165,CINZA
08303090000100,CINZA
08324196000181,VERDE
08383185000172,CINZA
08403333000173,CINZA
08489405000147,CINZA
08559812000183,CINZA
08563321000106,CINZA
08574411000100,VERDE
08577883000109,CINZA
08634117000139,CINZA
08660735000153,CINZA
08662435000103,CINZA
08730427000157,CINZA
08731423000193,CINZA
08759257000133,VERMELHO
08787067000120,VERDE
08790124000120,CINZA
08801621000186,CINZA
08917451000280,CINZA
08928273000102,VERDE
08968621000175,VERMELHO
09080475000100,CINZA
09083175000184,VERDE
09160226002925,CINZA
09229201000130,CINZA
09267661000152,CINZA
09279968000173,CINZA
09421272000130,CINZA
09451438000160,CINZA
09469782000187,CINZA
09495916000134,VERMELHO
09567773000129,CINZA
09581709000100,CINZA
09631153000292,CINZA
10139870000108,CINZA
10175810000132,VERDE
10215988000160,AMARELA
10247566000176,CINZA
10322916000111,CINZA
10379837000147,CINZA
10403910000179,CINZA
10498801000182,VERDE
10508336000466,CINZA
10536207000139,CINZA
10602516000160,CINZA
10699653000164,CINZA
10707231000517,CINZA
10736190000163,CINZA
10811094000132,CINZA
10819724000115,CINZA
10829787000152,CINZA
10862150000168,VERMELHO
10889522000140,VERDE
10981344000182,CINZA
11052585000100,CINZA
11063646000134,VERDE
11102220000142,CINZA
11128052000164,VERDE
11206594000108,CINZA
11365886000193,CINZA
11378134000167,CINZA
11425634000102,CINZA
11516916000115,CINZA
11664781000135,CINZA
11721437000130,CINZA
11740723000143,CINZA
11775328001500,CINZA
11783888000100,CINZA
11949727000136,CINZA
12009378000135,VERDE
12046990000188,VERDE
12070153000194,VERMELHO
12099101000493,CINZA
12183890000101,VERDE
12263895000136,CINZA
12313115000204,CINZA
12402984000116,CINZA
12417125000109,CINZA
12530766000167,CINZA
12596601000198,CINZA
12606840000181,CINZA
12832784000101,CINZA
12909698000141,VERMELHO
12943589000140,CINZA
12960596000150,CINZA
12961912000109,CINZA
12962420000138,CINZA
12963979000182,CINZA
13016732000111,CINZA
13037069000131,CINZA
13295887000134,AMARELA
13332062000142,CINZA
13335403000133,VERDE
13404527000123,CINZA
13496604000112,CINZA
13540270000137,VERDE
13564699001721,CINZA
13588912000178,CINZA
13622678000158,CINZA
13721647000154,CINZA
13728476000195,CINZA
13758194000130,VERDE
13785195014477,CINZA
13788431000106,CINZA
13808625000126,VERDE
13816098000100,CINZA
13823019000180,CINZA
13888981000105,VERMELHO
13890643000108,CINZA
13905843000189,CINZA
13906408000179,CINZA
13965393000110,CINZA
13996058000189,VERDE
13999884000181,VERDE
14045517000101,CINZA
14168477000195,VERMELHO
14170352000108,CINZA
14200441000141,CINZA
14204948000173,CINZA
14237983000199,CINZA
14279821000113,CINZA
14311225000173,CINZA
14350249000131,CINZA
14400695000103,CINZA
14430561000135,CINZA
14479449000199,CINZA
14481513000176,CINZA
14506627000123,VERMELHO
14535640000100,CINZA
14565714000151,CINZA
14661902000183,CINZA
14743729000162,CINZA
14807945000124,CINZA
14870407000184,VERDE
14876090000193,CINZA
14916366000110,VERDE
14934102000199,CINZA
14951010000117,CINZA
15009245000157,CINZA
15080809000148,CINZA
15106784000104,CINZA
15139629000194,VERDE
15321394000157,CINZA
15361598000111,CINZA
15362656000121,CINZA
15392094000169,CINZA
15406353000163,CINZA
15417089000163,CINZA
15450440000118,CINZA
15564308000137,CINZA
15580956000187,CINZA
15619922000159,CINZA
15620178000102,CINZA
15676079000142,CINZA
15707778000102,VERMELHO
15714044000150,CINZA
15788576000132,CINZA
15792913000165,CINZA
16096334000140,CINZA
16233389000155,VERDE
16385030000101,CINZA
16404287000155,AMARELA
16440562000196,CINZA
16543055000188,CINZA
16590234000176,AMARELA
16639216000131,VERDE
16640022000237,CINZA
16695177000190,CINZA
16816975000122,CINZA
16858213000199,CINZA
16879628000149,CINZA
16895905000107,CINZA
16912380000685,CINZA
16925053000153,CINZA
16939417000154,CINZA
16949253000146,CINZA
17012938000124,CINZA
17109565000104,CINZA
17151552000101,CINZA
17167396000169,VERMELHO
17202879000157,CINZA
17225226000193,CINZA
17271170000103,CINZA
17298818000135,VERDE
17336551000123,VERDE
17425247000152,CINZA
17456335000111,CINZA
17476424000120,CINZA
17515948000182,CINZA
17593656000168,CINZA
17594473000167,CINZA
17616225000170,CINZA
17624719000449,CINZA
17767254000132,CINZA
17775466000161,CINZA
17808904000140,CINZA
17818148000130,CINZA
17861467000129,CINZA
17953883000157,CINZA
18003823000136,VERDE
18036717000159,CINZA
18084177000189,VERDE
18134501000126,CINZA
18258892000190,CINZA
18278602000170,VERDE
18311939000132,CINZA
18317592000135,CINZA
18319086000185,CINZA
18401625000120,CINZA
18465554000120,CINZA
18615982000191,CINZA
18616053000105,CINZA
18679935000101,CINZA
18708604000152,VERDE
18777475000154,CINZA
18810045000197,CINZA
18815491000194,CINZA
18851424000125,CINZA
18871318000103,VERMELHO
18885351000192,CINZA
18885894000100,VERDE
18903899000118,CINZA
19016293000123,CINZA
19062279000166,CINZA
19097159000102,CINZA
19109337000160,CINZA
19192227000104,CINZA
19352149000168,CINZA
19360542000101,CINZA
19513959000159,CINZA
19529385000107,CINZA
19541767000156,CINZA
19591056000196,VERDE
19591334000105,CINZA
19626521000187,CINZA
19657178000138,CINZA
19697136000120,CINZA
19702144000118,CINZA
19786768000160,CINZA
19807271000181,VERMELHO
19851810000180,CINZA
19979704000186,CINZA
20005860000125,CINZA
20039419000164,CINZA
20152844000165,VERDE
20179260000183,VERDE
20199781000100,CINZA
20333877000101,CINZA
20381877000420,CINZA
20452752000109,CINZA
20477242000188,CINZA
20496257000193,CINZA
20572293000199,CINZA
20740161000129,CINZA
20740870000104,CINZA
20772793000174,VERMELHO
20813253000191,CINZA
20835113000114,CINZA
20862650000315,CINZA
20905366000117,CINZA
20947821000147,CINZA
21012284000106,CINZA
21067337000196,CINZA
21168564000108,CINZA
21172410000190,CINZA
21190536000197,CINZA
21213390000158,CINZA
21226668000121,CINZA
21240146000184,CINZA
21253347000116,CINZA
21255567000189,CINZA
21291646000145,CINZA
21315394000147,VERMELHO
21353909000101,CINZA
21369558000119,CINZA
21461430000180,CINZA
21496333000123,CINZA
21500282000166,CINZA
21565285000188,CINZA
21567114000198,CINZA
21608322000198,CINZA
21608909000105,CINZA
21611590000169,CINZA
21646115000128,CINZA
21655494000112,CINZA
21727592000118,CINZA
21792934000183,CINZA
21821983000105,CINZA
21892735000147,CINZA
21907763000190,CINZA
21918236000181,VERDE
21948087000101,VERDE
21987983000171,CINZA
22025303000100,CINZA
22029500000199,CINZA
22052304000135,CINZA
22061061000100,CINZA
22069565000168,CINZA
22093215000137,CINZA
22224031000169,VERDE
22255450000168,CINZA
22263017000174,CINZA
22264390000140,CINZA
22273699000104,CINZA
22316434000138,CINZA
22326427000117,CINZA
22328899000109,CINZA
22384734000154,CINZA
22411084000199,CINZA
22497940000170,CINZA
22621081000180,VERMELHO
22652324000147,CINZA
22652851000151,CINZA
22654877000139,CINZA
22663062000116,VERMELHO
22670108000124,CINZA
22859891000250,CINZA
22860678000187,CINZA
22876654000116,CINZA
22947004000114,CINZA
23017808000187,CINZA
23077402000190,CINZA
23124918000148,CINZA
23151332000172,CINZA
23151429000185,CINZA
23177651000157,CINZA
23209143000103,CINZA
23236518000124,CINZA
23249206000155,VERDE
23327740000132,CINZA
23378105000184,CINZA
23408532000168,CINZA
23482615000105,CINZA
23545329000133,CINZA
23548943000159,CINZA
23581752000199,CINZA
23598908000144,CINZA
23610133000185,CINZA
23637923000154,CINZA
23655817000101,CINZA
23757558000111,VERMELHO
23793546000142,CINZA
23828011000160,CINZA
23830609000193,CINZA
23855181000133,CINZA
23862229000130,CINZA
23870797000264,CINZA
23990408000153,CINZA
24015982000153,CINZA
24024609000169,VERDE
24083177000167,CINZA
24104059000198,CINZA
24145034000132,CINZA
24208948000103,CINZA
24227677000125,CINZA
24294680000161,CINZA
24334413000170,CINZA
24356052000163,CINZA
24378924000194,CINZA
24387247000170,CINZA
24404903000104,CINZA
24459464000129,CINZA
24502625000110,CINZA
24555885000153,VERDE
24652375000102,CINZA
24685672000146,CINZA
24869099000120,VERDE
24925057000160,CINZA
25018384000109,CINZA
25068745000113,CINZA
25106883000140,CINZA
25161353000102,CINZA
25307394000156,CINZA
25345200000107,CINZA
26018552000110,CINZA
26049101000140,CINZA
26084707000117,CINZA
26111597000135,CINZA
26194874000110,CINZA
26221972000108,CINZA
26271902000156,CINZA
26281602000158,CINZA
26283883000188,CINZA
26313597000118,CINZA
26328812000154,CINZA
26361320000160,CINZA
26363226000140,CINZA
26458920000141,CINZA
26500339000140,CINZA
26508278000168,CINZA
26511071000142,VERDE
26523303000182,CINZA
26554753000132,CINZA
26583642000154,CINZA
26598215000140,CINZA
26616606000140,VERDE
26659061000159,CINZA
26700521000145,CINZA
26837444000170,CINZA
26838335000177,CINZA
26861051000100,CINZA
26890993000108,CINZA
26904274000107,CINZA
26924857000191,CINZA
26983398000117,CINZA
27135648000121,CINZA
27145534000162,CINZA
27160533000197,CINZA
27175166000103,CINZA
27182014000120,CINZA
27183425000130,VERDE
27212058000155,CINZA
27250412000136,CINZA
27266318000175,CINZA
27289462000127,AMARELA
27317021000191,CINZA
27363793000160,CINZA
27418199000129,CINZA
27448732000103,CINZA
27473359000132,CINZA
27478394000144,CINZA
27487856000190,CINZA
27632145000161,CINZA
27690846000157,CINZA
27783250000100,CINZA
27794665000170,CINZA
27824935000149,CINZA
27850978000107,CINZA
27880594000129,CINZA
27915063000124,CINZA
27927591000101,CINZA
27957091000104,VERDE
28016694000174,CINZA
28040094000141,CINZA
28112904000128,CINZA
28159550000177,CINZA
28178724000149,CINZA
28214382000175,VERMELHO
28234654000107,CINZA
28252091000171,CINZA
28255781000184,CINZA
28311295000136,CINZA
28350639000116,CINZA
28366153000176,CINZA
28421011000164,CINZA
28490500000178,CINZA
28511299000168,CINZA
28573318000180,CINZA
28589498000199,CINZA
28678857000184,CINZA
28688731000190,CINZA
28706179000116,CINZA
28716066000282,VERDE
28733458000179,CINZA
28735068000138,CINZA
28742770000129,CINZA
28743462000118,CINZA
28783223000191,CINZA
28790486000128,CINZA
28806545000109,CINZA
28847014000164,CINZA
28873451000152,CINZA
28894858000166,CINZA
28931507000188,CINZA
28937139000185,CINZA
28955873000177,CINZA
28960319000188,CINZA
28977167000126,CINZA
28998092000160,CINZA
29023780000177,CINZA
29107738000134,CINZA
29120713000170,CINZA
29123537000120,CINZA
29217271000185,CINZA
29225578000128,CINZA
29264669000172,CINZA
29283192000172,CINZA
29382463000147,CINZA
29422648000138,CINZA
29430331000143,CINZA
29460170000564,CINZA
29470821000173,CINZA
29490609000178,CINZA
29525720000152,CINZA
29581893000198,CINZA
29596395000119,CINZA
29645848000150,CINZA
29700741000167,CINZA
29780061000109,VERMELHO
29805480000140,CINZA
29872641000118,CINZA
29888025000155,CINZA
29933398000109,CINZA
29943246000189,CINZA
29950060000157,VERDE
29978814000187,CINZA
29983979000147,CINZA
29993732000101,CINZA
29995986000169,CINZA
30108254000199,CINZA
30112267000131,CINZA
30175762000190,CINZA
30184025000153,CINZA
30207606000163,CINZA
30256561000117,CINZA
30260741000172,CINZA
30263014000169,CINZA
30290288000147,CINZA
30328463000148,CINZA
30353184000134,CINZA
30361722000132,CINZA
30412598000197,CINZA
30489240000162,CINZA
30541306000116,CINZA
30542455000108,CINZA
30582888000189,CINZA
30626338000114,CINZA
30713409000116,CINZA
30723886000162,VERMELHO
30747581000190,CINZA
30750386000110,CINZA
30772530000119,CINZA
30773419000147,CINZA
30780154000104,CINZA
30813040000113,CINZA
30883513000159,CINZA
30902803180672,CINZA
30916029000189,CINZA
30932431000157,CINZA
30953482000165,CINZA
31006771000110,CINZA
31089835000193,CINZA
31126516000100,CINZA
31155036000178,CINZA
31249620000192,CINZA
31250834000189,CINZA
31329075000144,CINZA
31371518000165,CINZA
31373775000136,CINZA
31374183000139,CINZA
31377873000141,CINZA
31437807000110,CINZA
31448439000105,CINZA
31458171000192,CINZA
31483072000160,CINZA
31518002000109,CINZA
31562131000196,CINZA
31593117000150,CINZA
31626197000100,CINZA
31631395000154,CINZA
31641005000127,CINZA
31664510000197,CINZA
31665379000182,CINZA
31678904000102,CINZA
31683372000193,CINZA
31689091000148,CINZA
31723895000116,CINZA
31743868000105,CINZA
31775572000176,CINZA
31777860000160,CINZA
31795119000121,CINZA
31842410000103,CINZA
31850367000128,CINZA
31852427000141,CINZA
31856088000171,CINZA
31863389000122,CINZA
31875513000170,CINZA
31877019000144,CINZA
31895177000127,CINZA
31925351000137,CINZA
31928261000108,CINZA
31973922000109,CINZA
32018394000100,CINZA
32065843000162,CINZA
32107186000179,CINZA
32122067000195,CINZA
32137920000142,CINZA
32147240000100,CINZA
32161609000139,CINZA
32197696000184,CINZA
32215007000117,CINZA
32244356000167,CINZA
32264710000115,CINZA
32364935000143,CINZA
32420388000176,CINZA
32602384000109,CINZA
32620755000185,CINZA
32633092000133,CINZA
32638354000152,CINZA
32652104000177,CINZA
32718383000124,CINZA
32764138000153,CINZA
32823024000137,CINZA
32916547000128,CINZA
32922432000146,CINZA
32926599000185,CINZA
32978334000120,CINZA
32994230000100,CINZA
33001438000143,CINZA
33023485000198,CINZA
33035098002700,CINZA
33111549000102,CINZA
33131287000148,CINZA
33135100000184,CINZA
33157105000108,CINZA
33160849000181,CINZA
33172135000193,CINZA
33173447000111,CINZA
33174593000161,CINZA
33178494000158,CINZA
33240780000104,CINZA
33247956000141,CINZA
33256439000139,VERMELHO
33269324000189,CINZA
33279450000114,CINZA
33359432000142,CINZA
33366175000176,CINZA
33399969000136,CINZA
33401831000124,CINZA
33420172000173,CINZA
33428164000173,CINZA
33451838000150,CINZA
33453598000123,AMARELA
33570384000137,CINZA
33602952000134,CINZA
33611500000119,VERMELHO
33648228000141,CINZA
33649521000123,CINZA
33667567000175,CINZA
33667655000177,CINZA
33668923000175,CINZA
33698913000182,CINZA
33708317000136,CINZA
33784388000118,CINZA
33798044000168,CINZA
33810254000124,CINZA
33816274000102,CINZA
33820570000187,CINZA
33832683000100,CINZA
33890723000162,CINZA
33896471000189,CINZA
33925548000100,CINZA
33937267000169,CINZA
33958695000178,VERMELHO
34000355000100,CINZA
34025124000143,CINZA
34028316232403,VERDE
34043411000186,CINZA
34117569000153,CINZA
34152802000139,CINZA
34169557000172,AMARELA
34222370000195,CINZA
34241309000195,CINZA
34252768000174,CINZA
34266844000109,CINZA
34295156000169,CINZA
34324238000194,CINZA
34341121000119,CINZA
34362448000177,CINZA
34371999000105,CINZA
34376274000100,CINZA
34402598000167,CINZA
34463874000105,CINZA
34467330000103,CINZA
34540078000110,CINZA
34587743000121,CINZA
34588955000123,CINZA
34594647000100,CINZA
34598725000145,CINZA
34716924000100,CINZA
34722398000191,CINZA
34752511000181,CINZA
34763479000130,CINZA
34787044000125,CINZA
34821726000107,CINZA
34842033000109,CINZA
34859258000160,CINZA
34875378000150,CINZA
34909897000192,CINZA
