cnpj,saude_tributaria
08291744000114,CINZA
08295810000124,VERDE
08366376000550,CINZA
08366776000131,CINZA
08383277000152,CINZA
08392914000157,CINZA
08420198000255,CINZA
08481383000179,CINZA
08484664000266,VERDE
08500135000128,CINZA
08507996000138,CINZA
08514181000186,CINZA
08529173000103,CINZA
08650187000180,CINZA
08657734000150,CINZA
08744512000174,CINZA
08764621000153,CINZA
08926302000105,VERMELHO
08933791000114,VERDE
09001826000140,VERMELHO
09038443000146,CINZA
09086467000332,CINZA
09114805000130,VERDE
09131854000181,CINZA
09141130000119,VERDE
09148549000100,CINZA
09203513000174,CINZA
09212397000150,CINZA
09249505000169,CINZA
09268552000150,CINZA
09277687000181,VERMELHO
09288252000132,VERDE
09295063000197,CINZA
09305994000129,CINZA
09327378000179,VERMELHO
09347516000181,VERDE
09378878000130,CINZA
09404335000140,CINZA
09436844000154,CINZA
09523813000130,VERDE
09552729000145,VERDE
09603371000132,CINZA
09631025000168,CINZA
10230745000109,VERDE
10476949000116,CINZA
10501140000105,CINZA
10513210000137,VERDE
10578913000224,VERDE
10647093000102,CINZA
10662375000170,CINZA
10693808000155,CINZA
10708474000146,CINZA
10783160000108,CINZA
10786445000100,CINZA
10819930000125,CINZA
10826359000176,CINZA
10852822000154,CINZA
10908065000193,CINZA
10910306000139,CINZA
10961105000160,VERDE
10978710000144,CINZA
11044427000108,CINZA
11080646000142,CINZA
11107908000115,CINZA
11187640000179,CINZA
11194609000165,CINZA
11208548000148,VERDE
11242879000102,CINZA
11247370000144,CINZA
11308371000151,CINZA
11346975000192,CINZA
11348621000187,CINZA
11354849000180,VERDE
11421994000136,CINZA
11479255000103,CINZA
11650569000119,CINZA
11665458000186,CINZA
11681470000265,CINZA
11713677000193,VERDE
11743573000121,CINZA
11790500000190,VERDE
11794680000189,CINZA
11830646000112,CINZA
11833580000114,CINZA
11849922000194,CINZA
11857801000194,CINZA
11920860000160,CINZA
11928532000100,CINZA
11992680000193,CINZA
12062284000120,CINZA
12118712000199,CINZA
12264015000227,CINZA
12361267013414,CINZA
12391302000117,CINZA
12405863000128,CINZA
12430324000220,VERDE
12448061000103,CINZA
12489876000122,CINZA
12509500000213,CINZA
12528708000107,VERDE
12533405000174,CINZA
12572672000150,CINZA
12613284000170,VERMELHO
12623240000121,VERDE
12647446000191,CINZA
12648266000124,CINZA
12694498000119,CINZA
12697484000159,CINZA
12965180000125,CINZA
12997633000103,VERDE
13034729000120,CINZA
13039181000101,CINZA
13083245000171,CINZA
13086460000126,CINZA
13092452000192,AMARELA
13108481000103,CINZA
13130369000160,VERDE
13283607000178,CINZA
13352508000109,CINZA
13428673000199,CINZA
13432472000165,CINZA
13481309045374,CINZA
13546292000104,VERDE
13558724000105,CINZA
13562121000179,CINZA
13662448000112,CINZA
13716240000139,CINZA
13718687000147,CINZA
13718728000103,VERDE
13726675000164,CINZA
13982896000101,CINZA
14014671000116,CINZA
14031539000112,VERMELHO
14039009000110,CINZA
14055068000263,CINZA
14066857000119,CINZA
14140457000106,CINZA
14211243000183,VERDE
14247311000164,CINZA
14249154000126,VERDE
14252495000150,CINZA
14275123000140,CINZA
14303829000178,CINZA
14317855000155,CINZA
14433051000111,CINZA
14513035000139,CINZA
14518794000194,CINZA
14552983000183,CINZA
14570911000169,CINZA
14624778000186,CINZA
14650978000103,CINZA
14661497000101,CINZA
14716433000152,CINZA
14759384000135,CINZA
14880170000112,CINZA
14916300000120,VERMELHO
14947190000163,CINZA
14990643000134,CINZA
15020813000110,CINZA
15030275000145,CINZA
15045475000171,VERDE
15065025000140,CINZA
15119758000110,CINZA
15173673000110,CINZA
15237122000173,CINZA
15277374000126,CINZA
15282557000130,CINZA
15329975000135,CINZA
15331230000100,CINZA
15364449000106,CINZA
15399177000180,CINZA
15452424000164,CINZA
15461268000106,CINZA
15507409000176,CINZA
15548702000181,CINZA
15571023000123,CINZA
15646574000109,CINZA
15671817000169,CINZA
16231979000149,CINZA
16403709000178,CINZA
16404287065524,CINZA
16480083000101,CINZA
16480084000148,CINZA
16542677000191,CINZA
16576869000119,VERDE
16581124000148,CINZA
16707307000167,CINZA
16795735000199,CINZA
16843353000193,CINZA
16922038000151,VERDE
16936441000130,CINZA
17053499000106,CINZA
17072413005496,CINZA
17163392000102,CINZA
17193298000104,CINZA
17209902000135,VERMELHO
17210809000140,VERDE
17210935000103,CINZA
17231564000995,VERDE
17291221000169,AMARELA
17322195000199,CINZA
17349513000105,CINZA
17350723000113,CINZA
17411054000142,CINZA
17463325000103,CINZA
17617646000115,CINZA
17623750000112,CINZA
17659398000175,CINZA
17714323000140,VERMELHO
17725723000150,CINZA
17769788000106,CINZA
17784486000107,CINZA
17804304000104,CINZA
17819169000170,CINZA
18081962000188,VERDE
18092829000127,VERMELHO
18200454000171,CINZA
18280517000147,VERDE
18331800000150,CINZA
18357615000135,CINZA
18390666000320,VERDE
18483666000103,VERDE
18512248000105,CINZA
18545469000171,CINZA
18604440000709,CINZA
18632108000162,CINZA
18657047000198,CINZA
18685497000194,CINZA
18791479000197,CINZA
18813859000185,CINZA
18842483000137,CINZA
18889644000148,CINZA
18891369000105,CINZA
18909716000171,CINZA
18916771000199,CINZA
18999919000104,CINZA
19012631000159,CINZA
19036161000163,VERDE
19056227000187,CINZA
19180869000193,VERDE
19350299000132,CINZA
19354200000170,VERDE
19364806000197,VERDE
19414919000150,CINZA
19422594000157,CINZA
19538782000145,CINZA
19548250000199,CINZA
19611032000151,VERDE
19622131000139,CINZA
19638928000124,CINZA
19642052000190,CINZA
19644832000179,VERMELHO
19672299000159,CINZA
19719790000198,AMARELA
19855379000140,CINZA
19905913000185,CINZA
19983633000195,CINZA
20004906000191,CINZA
20124606000146,CINZA
20166647000103,VERMELHO
20174039000132,CINZA
20194127000104,CINZA
20266434000145,VERDE
20271573000167,CINZA
20391353000177,CINZA
20408193000121,CINZA
20619546000132,CINZA
20628027000130,CINZA
20634869000103,CINZA
20645577000168,CINZA
20648896000127,CINZA
20661523000196,VERDE
20688973000172,CINZA
20756015000191,VERMELHO
20832845000150,CINZA
20878601000109,CINZA
20894845000185,CINZA
20954276000116,CINZA
21004634000192,CINZA
21018518000122,CINZA
21028562000113,CINZA
21083705000190,CINZA
21218027000125,CINZA
21268047000100,CINZA
21301587000149,VERDE
21336754000197,CINZA
21371634000120,CINZA
21382459000177,CINZA
21402527000112,CINZA
21451021000101,CINZA
21509465000142,CINZA
21535833000127,CINZA
21593004000109,CINZA
21630855000176,CINZA
21749357000147,CINZA
21769695000140,CINZA
21858783000119,CINZA
21905694000186,CINZA
21964144000138,CINZA
21982991000125,CINZA
22018689000114,CINZA
22041299000165,CINZA
22069384000131,CINZA
22171667000190,CINZA
22180216000119,CINZA
22233082000157,CINZA
22319819000159,CINZA
22373496000181,CINZA
22453037000108,CINZA
22473543000169,CINZA
22498070000235,CINZA
22514712000161,CINZA
22531405000270,VERDE
22677520000176,VERDE
22688851000101,CINZA
22692900000180,CINZA
22698726000182,CINZA
22702546000127,VERDE
22717248000100,CINZA
22742443000190,CINZA
22783785000159,CINZA
22839207000197,CINZA
22865688000105,CINZA
22901743000175,CINZA
22949357000153,CINZA
22965900000106,CINZA
22986268000187,CINZA
23034948000163,CINZA
23084998000155,CINZA
23094086000164,CINZA
23212925000100,CINZA
23216368000197,CINZA
23240298000102,CINZA
23241346000187,CINZA
23246787000171,VERDE
23262711000130,CINZA
23370859000198,CINZA
23447047000101,VERMELHO
23540290000161,CINZA
23540704000152,CINZA
23542387000103,CINZA
23583609000136,CINZA
23606832000151,CINZA
23628265000134,CINZA
23639330000127,CINZA
23641279000198,CINZA
23688924000128,CINZA
23951055000182,CINZA
23967123000100,CINZA
23971490000179,CINZA
24007191000181,CINZA
24008186000193,CINZA
24156736000111,CINZA
24166721000134,CINZA
24198767000135,CINZA
24230975000174,CINZA
24265927000111,CINZA
24269054000115,CINZA
24304443000134,CINZA
24351719000135,CINZA
24407528000148,CINZA
24430497000146,CINZA
24441195000173,CINZA
24497576000174,CINZA
24518551000290,CINZA
24546102000175,CINZA
24589752000106,CINZA
24606208000117,CINZA
24649226000186,CINZA
24649464000191,VERDE
24703291000142,CINZA
24723663000100,CINZA
24783007000195,VERDE
24794603000170,CINZA
24890395000103,CINZA
24908452000134,CINZA
24910946000153,VERDE
24928179000100,CINZA
25046811000154,VERDE
25080519000158,CINZA
25125862000171,CINZA
25213782000178,CINZA
25228814000109,CINZA
25238200000108,CINZA
25247758000150,CINZA
25282363000198,CINZA
25299528000134,CINZA
25391829000193,CINZA
25420930000125,CINZA
25530347000177,CINZA
25953100000163,CINZA
26117265000168,CINZA
26121914000102,VERMELHO
26141949000103,CINZA
26159538000137,CINZA
26174271000157,CINZA
26244223000198,CINZA
26289617000162,VERDE
26319353000142,CINZA
26377431000165,CINZA
26401005000110,CINZA
26493966000100,CINZA
26498863000124,CINZA
26515111000124,CINZA
26618544000105,CINZA
26636081000104,CINZA
26770904000190,CINZA
26811664000124,CINZA
26831017000184,CINZA
26847611000163,CINZA
26851539000148,CINZA
26853961000132,CINZA
26914992000156,CINZA
26932138000112,CINZA
26955768000102,CINZA
26966676000128,CINZA
26993316000115,CINZA
27045395000103,CINZA
27053861000194,VERDE
27056910177077,CINZA
27060791000100,CINZA
27072190000109,CINZA
27111784000181,CINZA
27112263000149,CINZA
27133828000174,CINZA
27139662000101,CINZA
27192111000608,CINZA
27283580000128,CINZA
27295480000111,CINZA
27315693000168,CINZA
27320134000146,CINZA
27411369000143,CINZA
27500980000148,CINZA
27503971000100,CINZA
27532282000124,VERDE
27553781000106,CINZA
27568832000165,CINZA
27585178000106,CINZA
27607385000106,CINZA
27622837000129,CINZA
27751620000119,CINZA
27766169000103,CINZA
27786795000161,CINZA
27800933000110,CINZA
27840736000124,CINZA
27878111000151,CINZA
27891093000148,CINZA
27914965000146,CINZA
27915022000138,CINZA
27917096000103,CINZA
27973616000103,CINZA
28003690000151,CINZA
28020647000102,CINZA
28031308000113,CINZA
28048556000177,CINZA
28078107000171,CINZA
28108863000104,CINZA
28142426000107,CINZA
28245428000113,CINZA
28262725000177,CINZA
28277629000100,CINZA
28394862000165,CINZA
28402931000135,CINZA
28422683000194,CINZA
28430430000162,CINZA
28442714000179,CINZA
28543356000190,CINZA
28570839000184,CINZA
28606185000100,CINZA
28610201000120,CINZA
28621363000163,CINZA
28634883000100,CINZA
28668371000165,CINZA
28684558000152,CINZA
28706044000150,CINZA
28713106000151,CINZA
28715871000100,CINZA
28729497000100,CINZA
28761683000119,CINZA
28778860000170,CINZA
28822829000199,CINZA
28826347000107,CINZA
28834195000194,CINZA
28838380000157,CINZA
28883878000301,CINZA
28920237000100,CINZA
28924180000117,CINZA
28991319000145,CINZA
29095521000151,CINZA
29099950000105,CINZA
29118959000108,CINZA
29135955000138,CINZA
29138126000109,VERMELHO
29166412000188,CINZA
29172239000120,CINZA
29180842000154,CINZA
29233402000118,CINZA
29283848000157,CINZA
29310930000123,CINZA
29347651000134,CINZA
29352289000190,CINZA
29365833000138,CINZA
29415743000104,CINZA
29426223000105,CINZA
29456488000148,CINZA
29467519000166,CINZA
29468654000126,CINZA
29490271000154,CINZA
29523945000170,CINZA
29564849000170,CINZA
29607693000167,CINZA
29661733000159,CINZA
29757425000121,CINZA
29787944000132,CINZA
29858240000103,CINZA
29862931000180,CINZA
29888152000154,CINZA
30030039000112,CINZA
30033029000130,CINZA
30044846000194,CINZA
30051002000170,CINZA
30076679000163,CINZA
30081651000114,CINZA
30088845000141,VERMELHO
30090761000142,CINZA
30099066000141,CINZA
30101185000191,CINZA
30121568000121,CINZA
30128463000285,CINZA
30176384000169,CINZA
30178442000193,CINZA
30203441000151,CINZA
30204004000152,CINZA
30222097000148,CINZA
30234543000134,CINZA
30264062000171,CINZA
30344505000134,CINZA
30428372000184,CINZA
30428404000141,CINZA
30439444000199,CINZA
30446221000159,CINZA
30463154000180,CINZA
30478135000128,CINZA
30493257000193,CINZA
30496577000105,CINZA
30512097000182,CINZA
30536256000189,CINZA
30537626000100,CINZA
30543430000110,CINZA
30626685000147,CINZA
30643489000180,CINZA
30665049000124,CINZA
30681820000157,CINZA
30699427000190,CINZA
30745774000102,CINZA
30799984000183,CINZA
30831797000130,CINZA
30833178000184,CINZA
30845306000100,CINZA
30889303000178,CINZA
30933508000103,CINZA
30947961000179,CINZA
30990750000119,CINZA
30997037000105,CINZA
31010344000105,CINZA
31025255000132,CINZA
31137837000100,CINZA
31168463000190,CINZA
31230326000139,CINZA
31230621000195,CINZA
31361053000161,CINZA
31375970000103,CINZA
31389488000114,CINZA
31398120000112,CINZA
31438566000123,CINZA
31451566000163,CINZA
31481117000168,CINZA
31505485000107,CINZA
31580901000123,CINZA
31587921000126,CINZA
31595262000170,CINZA
31608684000132,CINZA
31680373000184,CINZA
31685399000115,VERDE
31789724000190,CINZA
31857381000153,CINZA
31866511000114,CINZA
31885697000159,CINZA
31897682000100,CINZA
31908607000106,CINZA
31912271000147,CINZA
31934627000143,CINZA
31997039000159,CINZA
32000334000151,CINZA
32007349000141,CINZA
32053663000160,CINZA
32070977000171,CINZA
32083193000188,CINZA
32094000000194,CINZA
32112456000130,CINZA
32151025000182,CINZA
32186930000178,CINZA
32232156000194,CINZA
32288719000166,CINZA
32292450000191,VERMELHO
32346226000135,CINZA
32381134000196,CINZA
32443456000112,CINZA
32490884000104,CINZA
32503859000100,CINZA
32517351000160,CINZA
32521588000115,CINZA
32571037000166,CINZA
32586967000193,CINZA
32588224000152,CINZA
32627914000173,CINZA
32640331000182,CINZA
32667485000168,CINZA
32676935000189,CINZA
32679864000178,CINZA
32719105000191,CINZA
32755964000136,CINZA
32793247000107,CINZA
32804401000190,CINZA
32825679000144,CINZA
32826102000157,CINZA
32922473000132,CINZA
32932435000160,CINZA
32987542000196,CINZA
32996840000142,CINZA
33007481000116,CINZA
33035536000100,VERMELHO
33036643000144,CINZA
33055194000181,CINZA
33061041000147,CINZA
33061497000107,CINZA
33074707000100,CINZA
33112448000156,CINZA
33112949000132,CINZA
33134067000178,CINZA
33164695000104,CINZA
33165683000196,CINZA
33192873000526,CINZA
33197148000117,CINZA
33197589000119,CINZA
33221403000110,CINZA
33221935000157,CINZA
33252220000161,CINZA
33276705000195,CINZA
33280160000190,CINZA
33293338000138,CINZA
33301858000145,CINZA
33309696000191,CINZA
33359807000174,CINZA
33437599000184,CINZA
33443145000116,CINZA
33444537000108,CINZA
33451062000179,CINZA
33451586000160,CINZA
33483912000110,CINZA
33491684000120,CINZA
33524577000151,CINZA
33550160000163,CINZA
33558801000126,CINZA
33664832000161,CINZA
33696970000122,CINZA
33734528000143,CINZA
33791984000125,CINZA
33815363000134,CINZA
33876984000128,CINZA
33909540001466,CINZA
33943728000106,CINZA
33978500000151,CINZA
33983845000101,CINZA
34017305000128,CINZA
34038568000113,CINZA
34080888000131,CINZA
34099190000168,CINZA
34186399000169,CINZA
34199001000129,CINZA
34203295000115,CINZA
34213218000146,CINZA
34218806000172,CINZA
34245186000160,CINZA
34258324000146,CINZA
34267374000190,CINZA
34289147000165,CINZA
34294345000117,CINZA
34296687000176,CINZA
34310536000125,CINZA
34330136000181,CINZA
34385894000105,CINZA
34417640000113,CINZA
34442702000147,CINZA
34478041000100,CINZA
34502347000154,CINZA
34514157000157,CINZA
34581178000195,CINZA
34709200000130,CINZA
34713477000136,CINZA
34752926000155,CINZA
34757452000134,CINZA
34759594000130,CINZA
34759960000151,CINZA
34787536000110,CINZA
34839093000164,CINZA
34843392000172,CINZA
34846053000140,CINZA
34864105000100,CINZA
34925996000168,CINZA
34940447000162,CINZA
34943069000170,CINZA
34960471000163,CINZA
34962342000104,CINZA
35008334000196,CINZA
35012868000196,CINZA
35027941000101,CINZA
35065415000128,CINZA
35068556000102,CINZA
35080404000117,CINZA
35083569000142,CINZA
35117253000124,CINZA
35123259000104,CINZA
35125122000199,CINZA
35139323000145,CINZA
35151279000199,CINZA
35154529000144,CINZA
35154752000191,CINZA
35160170000118,CINZA
35175057000106,CINZA
35228088000188,CINZA
35266343000187,CINZA
35267105000196,CINZA
35271274000108,CINZA
35274244000147,CINZA
35279878000192,CINZA
35428153000119,CINZA
35440880000100,CINZA
35565697000122,CINZA
35587896000131,CINZA
35621735000117,CINZA
35688352000166,CINZA
35692275000118,CINZA
35708215000146,CINZA
35713065000169,CINZA
35723347000147,CINZA
35741733000161,CINZA
35743344000175,CINZA
35819511000114,CINZA
35836761000162,CINZA
35846388000120,CINZA
35868489000100,CINZA
35885465000151,CINZA
35894551000120,CINZA
35957573000192,CINZA
35964937000161,CINZA
35976563000102,CINZA
35979064000160,CINZA
36042048000100,CINZA
36045725000143,CINZA
36049535000102,CINZA
36065655000195,CINZA
36072391000105,CINZA
36084086000125,CINZA
36106796000109,CINZA
36213505000181,CINZA
36306787000161,CINZA
36317617000182,CINZA
36347173000128,CINZA
36348483000167,CINZA
36368310000100,CINZA
36381528000103,CINZA
36386380000191,CINZA
36387683000129,CINZA
36388272000158,CINZA
36388609000127,CINZA
36445896000160,CINZA
36477433000180,CINZA
36497996000130,CINZA
36502486000103,CINZA
36535890000183,CINZA
36546228000129,CINZA
36610852000148,CINZA
36653583000105,CINZA
36662149000183,CINZA
36664780000111,CINZA
36682121000108,CINZA
36686395000175,CINZA
36710206000152,CINZA
36729268000106,CINZA
36753806000106,CINZA
36789692000146,CINZA
36819799000190,CINZA
36906066000192,CINZA
36923299000101,CINZA
36929028000155,CINZA
36931825000177,CINZA
36943545000189,CINZA
36954466000173,CINZA
37299427006183,CINZA
38939666000182,VERDE
40633554001201,CINZA
41768185000166,CINZA
42063867000136,VERMELHO
42184226000725,VERDE
43535210000863,CINZA
43957570000187,CINZA
44904787000191,CINZA
45236791007366,CINZA
45242914000105,VERMELHO
45453214000151,VERDE
49669856000143,VERDE
49930514335587,CINZA
50802115000178,CINZA
51086080000180,VERMELHO
51218147000193,VERDE
51670032000135,CINZA
52466265000930,CINZA
54331541000121,VERDE
55942759000851,CINZA
56189020000298,CINZA
58915216000167,VERDE
59717553000102,AMARELA
59800359000196,VERMELHO
60320074000137,CINZA
60398369000479,CINZA
60447398000130,VERDE
60651809000105,VERDE
60701190200456,CINZA
60746948780371,CINZA
60770336000165,AMARELA
60851615000153,VERMELHO
60884319000159,VERMELHO
60933603000178,VERMELHO
61022042000118,VERMELHO
61024352000171,VERMELHO
61145702000158,VERMELHO
61186680000174,CINZA
61327904003802,CINZA
61351532000168,VERMELHO
61409892000173,AMARELA
61412110005971,VERDE
61584140000149,CINZA
61856571000117,AMARELA
62048111000125,CINZA
62350566000605,CINZA
62548367000100,CINZA
66520933000118,CINZA
67188557000179,VERMELHO
68696970000107,CINZA
69210789000101,VERDE
69978526000147,CINZA
71476527000135,VERMELHO
72169550000140,CINZA
73053860000167,VERMELHO
73719262000184,CINZA
73961476000162,CINZA
75315333000109,VERMELHO
77166502000200,CINZA
77620599000190,VERDE
82640558000104,VERDE
83665802000148,CINZA
83668152000194,VERDE
84703768000111,VERDE
84893668000103,CINZA
86550951000150,CINZA
87762563000103,CINZA
88255013000152,VERDE
88400114000170,CINZA
88486436000183,CINZA
88611645000101,CINZA
89181895000111,CINZA
90170077000100,CINZA
90875071000392,CINZA
91669747000192,VERDE
92604420000103,VERMELHO
92660570000126,VERDE
92665611000177,VERMELHO
93212173000235,CINZA
94003340000110,CINZA
95272712000176,VERDE
95878674000108,CINZA
97072904000326,CINZA
97150437000143,VERDE
97155220000126,CINZA
97456727000110,CINZA
97541843000137,VERDE
97547125000178,CINZA
00004504000180,VERDE
00033241000722,CINZA
00056096000100,VERDE
00066180000104,VERDE
00093866000194,CINZA
00273948000110,VERDE
00530495000160,CINZA
00589405000107,VERDE
00776574000156,AMARELA
00819201002673,VERDE
00826151000101,VERDE
00838593000240,VERMELHO
00878183000142,VERDE
00954224000485,CINZA
00979950000371,CINZA
01039263000177,CINZA
01070676000203,CINZA
01100261000146,VERDE
01121280000159,CINZA
01326143000150,CINZA
01396010000150,CINZA
01512104016060,CINZA
01574452000140,CINZA
01664948000104,CINZA
01674592000190,VERDE
01693297000180,VERMELHO
01735214000179,VERDE
01786822000102,CINZA
01824394000165,CINZA
01841144000133,VERDE
01892052000182,CINZA
01938783000111,VERDE
01941170000133,CINZA
01968272000142,CINZA
01985856000126,CINZA
02032075000180,CINZA
02197396000134,CINZA
02351877000152,AMARELA
02429144000193,VERMELHO
02474103000119,CINZA
02495310000230,CINZA
02549426000124,CINZA
02604860000160,CINZA
02695525000114,CINZA
02700264000183,VERDE
02775007000372,CINZA
02899517000190,CINZA
02991150000130,VERDE
03002339001782,VERDE
03084097000156,CINZA
03111417000110,VERDE
03150874000113,VERDE
03266398000109,CINZA
03301908000123,VERMELHO
03394828000160,CINZA
03495755000100,VERMELHO
03542142000179,CINZA
03559607000102,CINZA
03583047000113,VERMELHO
03640467003452,AMARELA
03686822000166,CINZA
03802115000198,VERDE
03953768000178,CINZA
03956285000127,VERDE
03961654000170,CINZA
03967194000197,CINZA
04023725000156,VERDE
04025085000113,CINZA
04148558000170,CINZA
04192926000187,CINZA
04209282000192,VERMELHO
04210962000126,CINZA
04240771000107,CINZA
04240787000110,CINZA
04270139000297,CINZA
04343312000159,VERDE
04360230000112,VERDE
04504371000161,CINZA
04547696000121,VERDE
04685215000144,VERDE
04686827000313,VERDE
04752991000110,CINZA
04779059000180,VERDE
04875411000181,VERDE
04899316004610,VERDE
04914331000198,VERDE
04930966000189,CINZA
04940618000192,CINZA
04972973000143,CINZA
05132108000151,VERDE
05245656000198,VERMELHO
05438709000197,CINZA
05571228000740,CINZA
05600012000502,CINZA
05626900000162,CINZA
05644936000179,VERDE
05672031000102,CINZA
05692980000154,CINZA
05745227000180,CINZA
05782171000133,CINZA
05812089000104,CINZA
05917486000140,VERDE
05972103000218,CINZA
05974846000146,CINZA
05996122001094,CINZA
06006254000101,CINZA
06047087011505,CINZA
06102876000125,VERMELHO
06113432000195,CINZA
06164973000142,CINZA
06218464000155,VERDE
06243193000198,CINZA
06262673000104,VERMELHO
06537440000169,CINZA
06611271000160,CINZA
06890547000196,CINZA
06921977000209,CINZA
06948969000175,CINZA
07070132000139,VERMELHO
07093463000194,CINZA
07095925000102,CINZA
07128239000190,VERDE
07154607000175,VERMELHO
07163862000184,CINZA
07246889000130,CINZA
07256065000141,VERDE
07333481000104,CINZA
07391379000157,VERDE
07404815000185,VERMELHO
07416658000128,CINZA
07423746000157,VERDE
07467331000185,VERMELHO
07484813000143,VERMELHO
07607357000181,CINZA
07690884000100,VERDE
07718269000157,CINZA
07744457000150,CINZA
07781671000186,CINZA
07939455000116,VERDE
07948085000698,CINZA
07955496000287,CINZA
07963542000109,CINZA
07963768000100,CINZA
07974420000118,CINZA
07974423000666,CINZA
08005450000189,CINZA
08013471000146,CINZA
08022103000164,CINZA
08053951000130,VERDE
08066704000330,CINZA
08084696000193,VERDE
08098937000404,CINZA
08102090000567,CINZA
08228195000133,VERMELHO
08295720000133,CINZA
08303205000158,CINZA
08312789000128,CINZA
08343492036400,CINZA
08360774000135,CINZA
08364666000130,CINZA
08383235000111,CINZA
08393113000106,CINZA
08453366000128,CINZA
08463029000383,CINZA
08478087002324,CINZA
08504291000167,CINZA
08511168000173,CINZA
08534605000174,CINZA
08540149000175,CINZA
08552760000385,CINZA
08569612000101,CINZA
08590011000857,CINZA
08613550000198,VERDE
08665163000103,CINZA
08687815000100,CINZA
08778841000136,VERDE
08795211000170,VERDE
08796574000120,CINZA
08811643000127,CINZA
08816801000131,CINZA
08876124000147,CINZA
08989255000130,CINZA
09132432003308,CINZA
09215529000105,CINZA
09251176000190,CINZA
09262216000108,VERDE
09268992000107,CINZA
09280420000143,VERDE
09282665000100,CINZA
09289628000123,CINZA
09416085000168,CINZA
09416571000186,CINZA
09450795000104,CINZA
09451636000124,CINZA
09534139000190,CINZA
09592727000180,CINZA
09593312000120,CINZA
09616647000117,CINZA
10233885000122,CINZA
10249713000147,CINZA
10307251000177,CINZA
10371101000475,CINZA
10376011000124,CINZA
10407011000225,CINZA
10518949000131,VERMELHO
10557002000210,CINZA
10662072001049,CINZA
10704531000119,CINZA
10739356000103,CINZA
10741639000181,CINZA
10744239000120,CINZA
10755446000180,VERMELHO
10760260000119,AMARELA
10768183000143,VERDE
10782231000158,VERDE
10801147000215,CINZA
10807374000177,VERDE
10833111000132,CINZA
10857720000121,VERDE
10938117000174,VERDE
10945789000107,CINZA
10949948000141,CINZA
10954040000126,AMARELA
10982534000114,CINZA
10991660000135,CINZA
11133736000154,CINZA
11192161000140,VERDE
11205437000188,CINZA
11216491000129,CINZA
11226975000159,CINZA
11234906000197,VERMELHO
11284506000196,CINZA
11301535000119,CINZA
11323844000190,CINZA
11334909000100,CINZA
11428032000109,CINZA
11449288000100,CINZA
11453849000137,CINZA
11508408000195,VERDE
11543503000120,CINZA
11559108000135,CINZA
11584494000115,CINZA
11633621000129,VERMELHO
11646370000117,VERDE
11707815000121,CINZA
11723668000183,CINZA
11787535000170,VERDE
11824707000139,CINZA
11872063000154,CINZA
11990077000172,CINZA
12013254000123,CINZA
12037695000165,VERMELHO
12062779000159,VERMELHO
12104241000402,VERDE
12104291000147,CINZA
12257152000153,CINZA
12300862000119,CINZA
12330560000193,VERDE
12372478000121,CINZA
12431074000161,CINZA
12543002000106,CINZA
12543417000180,CINZA
12569654000110,CINZA
12619012000188,CINZA
12641523000104,CINZA
12644828000161,VERMELHO
12646327000114,CINZA
12725673000198,CINZA
12768961000120,CINZA
12899281000145,CINZA
12919041000165,CINZA
12953587000132,CINZA
12957633000171,CINZA
13003664000156,CINZA
13022312000148,CINZA
13046921000137,CINZA
13061096000140,CINZA
13147247000187,CINZA
13182672000107,VERDE
13239634000143,CINZA
13424026000109,CINZA
13438931000118,CINZA
13514415000125,CINZA
13537098000162,CINZA
13633511000192,VERMELHO
13741878000120,VERDE
13759394000108,VERDE
13782611000180,CINZA
13938803000133,CINZA
13998146000110,CINZA
14052963000143,CINZA
14101500000396,CINZA
14183804000188,CINZA
14200942000128,CINZA
14238883000187,CINZA
14288317000180,CINZA
14385797000105,CINZA
14466356000120,CINZA
14512257000137,CINZA
14623426000106,CINZA
14631831000176,CINZA
14675432000107,CINZA
14685783000107,CINZA
14737513000194,VERMELHO
14781230000140,CINZA
14808888000106,CINZA
14862864000127,CINZA
14879820000100,CINZA
14924820000184,CINZA
14948653000101,CINZA
14971174000106,VERDE
15056376000195,CINZA
15064404000116,CINZA
15067910000169,CINZA
15078069000105,CINZA
15141799000103,VERDE
15184078000180,CINZA
15225370000102,CINZA
15251154000123,VERDE
15287248000152,CINZA
15287325000174,CINZA
15367424000166,CINZA
15415940000119,CINZA
15429395000110,CINZA
15431666000171,CINZA
15522144000185,CINZA
15527535000192,CINZA
15527906000136,CINZA
15556774000170,CINZA
15559145000102,VERDE
15583681000135,CINZA
15659395000106,VERDE
15688509000146,CINZA
15699072000146,CINZA
15701559000116,CINZA
15727061000122,CINZA
15734046000101,CINZA
15770462000165,CINZA
15785724000165,CINZA
15799916000120,CINZA
15844080000139,CINZA
16102854000119,CINZA
16404287031620,CINZA
16525367000169,CINZA
16620688000142,VERDE
16675820000113,CINZA
16705855000158,CINZA
16761789000133,CINZA
16814320000115,CINZA
16820150000181,VERDE
16856068000107,CINZA
16876067000124,CINZA
16893838000191,CINZA
16930630000103,CINZA
17072856000256,CINZA
17083266000148,CINZA
17104634000197,CINZA
17106870000142,CINZA
17184037007041,CINZA
17208669000176,CINZA
17245234000100,VERDE
17314329000120,CINZA
17315481000127,VERDE
17409560000105,CINZA
17418624000126,CINZA
17456279000115,CINZA
17458607000112,CINZA
17542303000139,CINZA
17624225000111,CINZA
17691911000105,CINZA
17701207000196,CINZA
